grid_version,workload,band,g0_min,g0_max,metric,scheduled_points,pairable_points,E_status_counts,R_status_counts,pairable_coverage,coverage_na_reason,median_signed,median_absolute,p90_absolute,p95_absolute,mean_signed,MAE,min,max,na_reason,valid_workloads,valid_candidates,valid_points,valid_requests,inapplicable_or_small_reference_requests,weighting
G1,w202,middle,0.001,65.536,TTFT,75,65,"{""complete"":65,""unsupported_profile_domain"":10}","{""complete"":75}",0.8666666666666667,,0.18409912549873297,0.18410059975440163,1.1623143541546597,3.363287494555891,0.5585970320284259,0.568409053197125,-0.2659798354463305,7.731868748455803,,1,5,65,3120,0,equal workload/candidate/point/request
G1,w202,middle,0.001,65.536,TPOT,75,65,"{""complete"":65,""unsupported_profile_domain"":10}","{""complete"":75}",0.8666666666666667,,0.001270310484440873,0.010718880965365662,0.053074117420840394,0.06566478213611165,-0.003934305135763731,0.021070341526221305,-0.1551887949581235,0.31943204770254086,,1,5,65,3120,0,equal workload/candidate/point/request
G1,w202,high,0.001,65.536,TTFT,35,0,"{""unsupported_profile_domain"":35}","{""complete"":35}",0.0,,,,,,,,,,empty applicable subset,0,0,0,0,0,equal workload/candidate/point/request
G1,w202,high,0.001,65.536,TPOT,35,0,"{""unsupported_profile_domain"":35}","{""complete"":35}",0.0,,,,,,,,,,empty applicable subset,0,0,0,0,0,equal workload/candidate/point/request
G1,w203,low,0.001,65.536,TTFT,20,20,"{""complete"":20}","{""complete"":20}",1.0,,-0.06398548913595459,0.06398548913595459,0.07106875361500897,0.07106875361751008,-0.04756412098082073,0.04756412098082073,-0.07106875362660503,-0.012395712810757686,,1,5,20,100,0,equal workload/candidate/point/request
G1,w203,low,0.001,65.536,TPOT,20,20,"{""complete"":20}","{""complete"":20}",1.0,,-5.902720403599959e-05,5.902720403599959e-05,5.9027218743401555e-05,5.902722034112351e-05,-5.902720743557355e-05,5.902720743557355e-05,-5.9027231190611484e-05,-5.902720167255682e-05,,1,5,20,100,0,equal workload/candidate/point/request
G1,w203,middle,0.001,65.536,TTFT,65,65,"{""complete"":65}","{""complete"":65}",1.0,,-0.012395712839676776,0.07106875361633058,0.21530221281192752,0.22987229356003525,0.07527225537061615,0.12434941324493329,-0.07106875361633058,0.7804761527756767,,1,5,65,325,0,equal workload/candidate/point/request
G1,w203,middle,0.001,65.536,TPOT,65,65,"{""complete"":65}","{""complete"":65}",1.0,,0.002521316096010362,0.002521316096010362,0.008767898633706112,0.013152868779248816,0.0036156801350455525,0.0036564234421933976,-5.902720463124567e-05,0.039709439765533844,,1,5,65,325,0,equal workload/candidate/point/request
G1,w203,high,0.001,65.536,TTFT,70,70,"{""complete"":70}","{""complete"":70}",1.0,,5.644577124726805,5.644577124726805,6.346673237362603,6.390352420284829,4.7464922340665865,4.748320390899043,-0.06398548913595548,6.431380529721102,,1,5,70,350,0,equal workload/candidate/point/request
G1,w203,high,0.001,65.536,TPOT,70,70,"{""complete"":70}","{""complete"":70}",1.0,,0.00921431344592194,0.009391785906545325,0.011045342814440584,0.014654979956787995,0.005902498057236118,0.007813539436770284,-0.02738287558578284,0.017272932606128832,,1,5,70,350,0,equal workload/candidate/point/request
G1,w204,low,0.001,65.536,TTFT,50,50,"{""complete"":50}","{""complete"":50}",1.0,,-0.026606115038362077,0.05905259682913311,0.14028638674881222,0.16333079313790222,-0.019592353618886664,0.05686708471045381,-0.10943313395364385,0.2287783449314702,,1,5,50,2200,0,equal workload/candidate/point/request
G1,w204,low,0.001,65.536,TPOT,50,50,"{""complete"":50}","{""complete"":50}",1.0,,-5.899361437783357e-05,5.899361599404074e-05,0.0003114304840708404,0.0007850115547676784,9.604800051482784e-05,0.00019515282569023955,-5.89936372467903e-05,0.017793394062612378,,1,5,50,2200,0,equal workload/candidate/point/request
G1,w204,middle,0.001,65.536,TTFT,65,60,"{""complete"":60,""unsupported_profile_domain"":5}","{""complete"":65}",0.9230769230769231,,0.18102339147168323,0.1815519650176043,3.605940072241623,6.596879403453656,1.0983909840862662,1.1142510616773458,-0.3138592041113384,21.913008918702886,,1,5,60,2640,0,equal workload/candidate/point/request
G1,w204,middle,0.001,65.536,TPOT,65,60,"{""complete"":60,""unsupported_profile_domain"":5}","{""complete"":65}",0.9230769230769231,,0.0005195618875135366,0.013509106922663161,0.06868416263590821,0.12653437319468258,0.004698388286369869,0.035478926791901316,-0.3299175991920084,0.8532171397157852,,1,5,60,2640,0,equal workload/candidate/point/request
G1,w204,high,0.001,65.536,TTFT,40,0,"{""unsupported_profile_domain"":40}","{""complete"":40}",0.0,,,,,,,,,,empty applicable subset,0,0,0,0,0,equal workload/candidate/point/request
G1,w204,high,0.001,65.536,TPOT,40,0,"{""unsupported_profile_domain"":40}","{""complete"":40}",0.0,,,,,,,,,,empty applicable subset,0,0,0,0,0,equal workload/candidate/point/request
