grid_version,workload,candidate,SLA,E_C_lower,E_C_upper,E_identified,E_C,E_C_na_reason,E_no_safe,E_no_certified_safe,E_all_safe,E_right_censored,E_upper_status_unknown,E_unknown_count,E_unknown_positions,E_nearest_unsafe_above,E_nearest_unsafe_na_reason,E_unknown_between,E_nonmonotone,E_unsafe_holes,E_upper_transition_width,E_upper_transition_na_reason,E_unresolved_brackets,R_C_lower,R_C_upper,R_identified,R_C,R_C_na_reason,R_no_safe,R_no_certified_safe,R_all_safe,R_right_censored,R_upper_status_unknown,R_unknown_count,R_unknown_positions,R_nearest_unsafe_above,R_nearest_unsafe_na_reason,R_unknown_between,R_nonmonotone,R_unsafe_holes,R_upper_transition_width,R_upper_transition_na_reason,R_unresolved_brackets,signed_gap,absolute_gap,signed_relative_gap,absolute_relative_gap,relative_na_reason,gap_lower,gap_upper,both_no_safe,evaluator_approves_reference_no_safe
G1,h101,-2,S1,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-1,S1,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,0,S1,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,1,S1,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,2,S1,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-2,S2,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-1,S2,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,0,S2,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,1,S2,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,2,S2,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-2,S3,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-1,S3,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,0,S3,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,1,S3,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,2,S3,0,65.536,False,,unknown may exceed highest confirmed safe,False,True,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],0,0,True,0,,True,True,False,False,False,0,[],,no safe point or no observed unsafe above,[],False,[],,no adjacent known upper transition,[],,,,,unidentified capacity,0,65.536,False,False
G1,h101,-2,S4,0.090509668,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.128,,[],False,[],0.4142135622461902,,"[{""a"":0.090509668,""b"":0.128,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.128,0.128,True,0.128,,False,False,False,False,False,0,[],0.181019336,,[],False,[],0.4142135625000001,,"[{""a"":0.128,""b"":0.181019336,""left"":true,""right"":false,""width"":0.4142135625000001}]",,,,,unidentified capacity,-0.037490332,65.408,False,False
G1,h101,-1,S4,0.064,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.090509668,,[],False,[],0.4142135625000001,,"[{""a"":0.064,""b"":0.090509668,""left"":true,""right"":false,""width"":0.4142135625000001}]",0.128,0.128,True,0.128,,False,False,False,False,False,0,[],0.181019336,,[],False,[],0.4142135625000001,,"[{""a"":0.128,""b"":0.181019336,""left"":true,""right"":false,""width"":0.4142135625000001}]",,,,,unidentified capacity,-0.064,65.408,False,False
G1,h101,0,S4,0.045254834,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.064,,[],False,[],0.4142135622461902,,"[{""a"":0.045254834,""b"":0.064,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.090509668,0.090509668,True,0.090509668,,False,False,False,False,False,0,[],0.128,,[],False,[],0.4142135622461902,,"[{""a"":0.090509668,""b"":0.128,""left"":true,""right"":false,""width"":0.4142135622461902}]",,,,,unidentified capacity,-0.045254834,65.445490332,False,False
G1,h101,1,S4,0.045254834,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.064,,[],False,[],0.4142135622461902,,"[{""a"":0.045254834,""b"":0.064,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.045254834,0.045254834,True,0.045254834,,False,False,False,False,False,0,[],0.064,,[],False,[],0.4142135622461902,,"[{""a"":0.045254834,""b"":0.064,""left"":true,""right"":false,""width"":0.4142135622461902}]",,,,,unidentified capacity,0.0,65.490745166,False,False
G1,h101,2,S4,0.0380546277,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.045254834,,[],False,[],0.18920711448715588,,"[{""a"":0.0380546277,""b"":0.045254834,""left"":true,""right"":false,""width"":0.18920711448715588}]",0.0380546277,0.0380546277,True,0.0380546277,,False,False,False,False,False,0,[],0.045254834,,[],False,[],0.18920711448715588,,"[{""a"":0.0380546277,""b"":0.045254834,""left"":true,""right"":false,""width"":0.18920711448715588}]",,,,,unidentified capacity,0.0,65.4979453723,False,False
G1,h101,-2,S5,0.181019336,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.256,0.256,True,0.256,,False,False,False,False,False,0,[],0.362038672,,[],False,[],0.4142135625000001,,"[{""a"":0.256,""b"":0.362038672,""left"":true,""right"":false,""width"":0.4142135625000001}]",,,,,unidentified capacity,-0.074980664,65.28,False,False
G1,h101,-1,S5,0.181019336,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.181019336,0.181019336,True,0.181019336,,False,False,False,False,False,0,[],0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",,,,,unidentified capacity,0.0,65.354980664,False,False
G1,h101,0,S5,0.181019336,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.181019336,0.181019336,True,0.181019336,,False,False,False,False,False,0,[],0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",,,,,unidentified capacity,0.0,65.354980664,False,False
G1,h101,1,S5,0.181019336,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",0.181019336,0.181019336,True,0.181019336,,False,False,False,False,False,0,[],0.256,,[],False,[],0.4142135622461902,,"[{""a"":0.181019336,""b"":0.256,""left"":true,""right"":false,""width"":0.4142135622461902}]",,,,,unidentified capacity,0.0,65.354980664,False,False
G1,h101,2,S5,0.128,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.181019336,,[],False,[],0.4142135625000001,,"[{""a"":0.128,""b"":0.181019336,""left"":true,""right"":false,""width"":0.4142135625000001}]",0.128,0.128,True,0.128,,False,False,False,False,False,0,[],0.181019336,,[],False,[],0.4142135625000001,,"[{""a"":0.128,""b"":0.181019336,""left"":true,""right"":false,""width"":0.4142135625000001}]",,,,,unidentified capacity,0.0,65.408,False,False
G1,h101,-2,S6,0.6088740429,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.663981852,,[],False,[],0.09050773266261714,,"[{""a"":0.6088740429,""b"":0.663981852,""left"":true,""right"":false,""width"":0.09050773266261714}]",3.1584477704,3.1584477704,True,3.1584477704,,False,False,False,False,False,0,[],3.4443117169,,[],False,[],0.09050773268408263,,"[{""a"":3.1584477704,""b"":3.4443117169,""left"":true,""right"":false,""width"":0.09050773268408263}]",,,,,unidentified capacity,-2.5495737275,62.3775522296,False,False
G1,h101,-1,S6,0.6088740429,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.663981852,,[],False,[],0.09050773266261714,,"[{""a"":0.6088740429,""b"":0.663981852,""left"":true,""right"":false,""width"":0.09050773266261714}]",3.4443117169,3.4443117169,True,3.4443117169,,False,False,False,False,False,0,[],3.756048561,,[],False,[],0.09050773266845136,,"[{""a"":3.4443117169,""b"":3.756048561,""left"":true,""right"":false,""width"":0.09050773266845136}]",,,,,unidentified capacity,-2.835437674,62.0916882831,False,False
G1,h101,0,S6,0.6088740429,65.536,False,,unknown may exceed highest confirmed safe,False,False,False,False,True,40,"[2.048,2.8963093757,3.0245399468,3.0907687477,3.1584477704,3.4443117169,3.756048561,3.8382953147,3.9223430378,4.096,4.1856907209,4.2773454128,4.466719673,4.8709923431,5.7926187515,6.8886234338,7.1936088489,7.512097122,7.8446860755,8.192,8.5546908256,8.7420141623,8.933439346,9.3289564959,9.5332340431,9.7419846861,10.1732991965,10.3960654413,10.6237096317,11.0940614405,11.3369897531,11.585237503,11.8389211708,12.0981597876,12.6337910818,13.1931367994,13.4820288771,13.7772468675,16.384,65.536]",0.663981852,,[],False,[],0.09050773266261714,,"[{""a"":0.6088740429,""b"":0.663981852,""left"":true,""right"":false,""width"":0.09050773266261714}]",3.4443117169,3.4443117169,True,3.4443117169,,False,False,False,False,False,0,[],3.756048561,,[],False,[],0.09050773266845136,,"[{""a"":3.4443117169,""b"":3.756048561,""left"":true,""right"":false,""width"":0.09050773266845136}]",,,,,unidentified capacity,-2.835437674,62.0916882831,False,False
