grid_version,SLA,workload,metric,weighting,valid_workloads,valid_candidates,median_signed,median_absolute,p90_absolute,p95_absolute,mean_signed,MAE,min,max,na_reason,total_candidates,E_no_safe,R_no_safe,E_unknown,R_unknown,E_right_censored,R_right_censored
G1,S5,ALL,signed_relative_gap,equal valid candidate then equal workload,1,5,-0.96875,0.96875,0.96875,0.96875,-0.96875,0.96875,-0.96875,-0.96875,,50,0,0,45,0,0,5
G1,S6,h101,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h101,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h102,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h102,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h103,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h103,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h104,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h104,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h105,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,2
G1,S6,h105,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,2
G1,S6,h106,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,h106,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w201,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w201,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w202,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w202,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w203,signed_gap,equal valid candidate then equal workload,1,5,-63.488,63.488,63.488,63.488,-63.488,63.488,-63.488,-63.488,,5,0,0,0,0,0,5
G1,S6,w203,signed_relative_gap,equal valid candidate then equal workload,1,5,-0.96875,0.96875,0.96875,0.96875,-0.96875,0.96875,-0.96875,-0.96875,,5,0,0,0,0,0,5
G1,S6,w204,signed_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,w204,signed_relative_gap,equal valid candidate then equal workload,0,0,,,,,,,,,empty applicable subset,5,0,0,5,0,0,0
G1,S6,ALL,signed_gap,equal valid candidate then equal workload,1,5,-63.488,63.488,63.488,63.488,-63.488,63.488,-63.488,-63.488,,50,0,0,45,0,0,7
G1,S6,ALL,signed_relative_gap,equal valid candidate then equal workload,1,5,-0.96875,0.96875,0.96875,0.96875,-0.96875,0.96875,-0.96875,-0.96875,,50,0,0,45,0,0,7
