group,workload,sla,ttft_s,tpot_s,variant,shift,intensity,status,evaluator_safe,reference_safe,events,runtime_s,first_violation,reference_violating_requests,reference_violating_fraction
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,16.384,ok,False,False,4,0.0003081000177189708,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":1.3953985649887126,""limit"":0.15,""time_s"":1.321783046875,""side"":""post"",""num_prefill"":2,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.019869725,ok,False,False,99,0.003049299994017929,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":504.2782285612911,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.032,ok,False,False,89,0.0029803000506944954,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":313.5,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.256,ok,False,False,4,0.0003315000212751329,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":4.90625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",13,0.8125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.022627417,ok,False,False,96,0.004062300024088472,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":442.9417382019344,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,1.024,ok,False,False,3,0.0002345999819226563,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.9765625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.064,ok,False,False,32,0.0011137000401504338,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":55.6875,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.0190273138,ok,True,True,261,0.009409299993421882,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.045254834,ok,False,False,83,0.002660800004377961,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":221.9708691009672,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.0538173706,ok,False,False,82,0.002503999974578619,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":186.8136116371319,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.062628612,ok,False,False,32,0.0011248000082559884,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":56.88500029347609,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.06128661,ok,False,False,33,0.0011038000229746103,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":58.10872244361371,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.001,ok,True,True,261,0.007987599994521588,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,65.536,ok,False,False,8,0.0006792000494897366,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":3.9552932744809475,""limit"":0.15,""time_s"":1.16156576171875,""side"":""post"",""num_prefill"":6,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.004,ok,True,True,261,0.007460799999535084,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.0194439577,ok,False,False,100,0.003148999996483326,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":515.2985885018666,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.0207494329,ok,False,False,98,0.0031028000521473587,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":482.94088234575315,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,4.096,ok,False,False,3,0.0002502999850548804,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.5180799999999999,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.0586882588,ok,False,False,34,0.0011317000025883317,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":60.637141594665955,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Full,0,0.016,ok,True,True,261,0.00800059997709468,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,16.384,ok,False,False,4,0.00031700002728030086,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":0.8128676274887126,""limit"":0.15,""time_s"":1.321783046875,""side"":""post"",""num_prefill"":2,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.019869725,ok,False,False,99,0.0031490999972447753,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":504.2782285612911,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.032,ok,False,False,89,0.0028648999868892133,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":313.5,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.256,ok,False,False,4,0.0004870999837294221,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":4.90625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",13,0.8125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.022627417,ok,False,False,96,0.0030716999899595976,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":442.9417382019344,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,1.024,ok,False,False,3,0.00032210000790655613,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.9765625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.064,ok,False,False,32,0.0011312999995425344,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":55.6875,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.0190273138,ok,True,True,261,0.007982200011610985,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.045254834,ok,False,False,83,0.002685000014025718,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":221.9708691009672,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.0538173706,ok,False,False,82,0.002672600036021322,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":186.8136116371319,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.062628612,ok,False,False,32,0.0011402000091038644,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":56.88500029347609,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.06128661,ok,False,False,33,0.0011198999709449708,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":58.10872244361371,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.001,ok,True,True,261,0.009334799950011075,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,65.536,ok,False,False,8,0.0007859000470489264,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":3.4894387432309473,""limit"":0.15,""time_s"":1.16156576171875,""side"":""post"",""num_prefill"":6,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.004,ok,True,True,261,0.008377799997106194,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.0194439577,ok,False,False,100,0.0031932999845594168,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":515.2985885018666,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.0207494329,ok,False,False,98,0.0030897000106051564,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":482.94088234575315,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,4.096,ok,False,False,3,0.00024009996559470892,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.551542886754582,""limit"":0.15,""time_s"":1.5180799999999999,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.0586882588,ok,False,False,34,0.001184399996418506,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":60.637141594665955,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Raw-Remaining,0,0.016,ok,True,True,261,0.008058000006712973,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,16.384,ok,False,False,4,0.00025620002998039126,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":1.3953985649887126,""limit"":0.15,""time_s"":1.326783046875,""side"":""post"",""num_prefill"":2,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.019869725,ok,False,False,98,0.0035057999775744975,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":504.2782285612911,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.032,ok,False,False,88,0.0027350999880582094,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":313.5,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.256,ok,False,False,4,0.0002466000150889158,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":4.90625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",13,0.8125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.022627417,ok,False,False,95,0.002910699986387044,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":442.9417382019344,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,1.024,ok,False,False,3,0.0002555000246502459,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.9765625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.064,ok,False,False,31,0.0012478999560698867,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":55.6875,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.0190273138,ok,False,True,99,0.0030609999666921794,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":526.5602606396285,""side"":""post"",""num_prefill"":1,""num_decode"":1}",0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.045254834,ok,False,False,83,0.00259569997433573,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":221.9708691009672,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.0538173706,ok,False,False,81,0.0024038999690674245,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":186.8136116371319,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.062628612,ok,False,False,31,0.0010171000030823052,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":56.88500029347609,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.06128661,ok,False,False,32,0.0011147999903187156,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":58.10872244361371,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.001,ok,True,True,261,0.008131599985063076,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,65.536,ok,False,False,8,0.0006647999980486929,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":3.9552932744809475,""limit"":0.15,""time_s"":1.16656576171875,""side"":""post"",""num_prefill"":6,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.004,ok,True,True,261,0.00782439997419715,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.0194439577,ok,False,False,99,0.0031725000008009374,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":515.2985885018666,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.0207494329,ok,False,False,97,0.003091900027357042,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":482.94088234575315,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,4.096,ok,False,False,3,0.0002074999501928687,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.5230799999999998,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.0586882588,ok,False,False,33,0.0011457999935373664,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":60.637141594665955,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Full,0,0.016,ok,True,True,261,0.007700200018007308,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,16.384,ok,False,False,4,0.00023900001542642713,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":0.8080270912897533,""limit"":0.15,""time_s"":1.326783046875,""side"":""post"",""num_prefill"":2,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.019869725,ok,False,False,98,0.0032432000152766705,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":504.2782285612911,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.032,ok,False,False,88,0.0026431999867781997,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":313.5,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.256,ok,False,False,4,0.00023420003708451986,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":4.90625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",13,0.8125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.022627417,ok,False,False,95,0.0038799999747425318,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":442.9417382019344,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,1.024,ok,False,False,3,0.00020629999926313758,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.8254822617545818,""limit"":0.15,""time_s"":1.9765625,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.064,ok,False,False,31,0.0010320000001229346,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":55.6875,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.0190273138,ok,False,True,99,0.0031806999468244612,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":526.5602606396285,""side"":""post"",""num_prefill"":1,""num_decode"":1}",0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.045254834,ok,False,False,83,0.003230299975257367,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":221.9708691009672,""side"":""post"",""num_prefill"":1,""num_decode"":1}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.0538173706,ok,False,False,81,0.0025891000404953957,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":186.8136116371319,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.062628612,ok,False,False,31,0.001061400049366057,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":56.88500029347609,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.06128661,ok,False,False,32,0.0010665999725461006,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":58.10872244361371,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.001,ok,True,True,261,0.008068999974057078,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,65.536,ok,False,False,8,0.0006209000130183995,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":3.464364419661422,""limit"":0.15,""time_s"":1.16656576171875,""side"":""post"",""num_prefill"":6,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.004,ok,True,True,261,0.007930399966426194,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.0194439577,ok,False,False,99,0.0030663000070489943,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":515.2985885018666,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.0207494329,ok,False,False,97,0.0038858999614603817,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":0.8455892538180513,""limit"":0.15,""time_s"":482.94088234575315,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,4.096,ok,False,False,3,0.00017900002421811223,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00000"",""required"":0.5486797637463698,""limit"":0.15,""time_s"":1.5230799999999998,""side"":""post"",""num_prefill"":1,""num_decode"":1}",16,1.0
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.0586882588,ok,False,False,33,0.0012915999977849424,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":0.2351947482778558,""limit"":0.15,""time_s"":60.637141594665955,""side"":""post"",""num_prefill"":1,""num_decode"":1}",2,0.125
h101-o60-d30-a100-fast,h101-o60-d30,decode,2.0,0.15,Legacy-Remaining,0,0.016,ok,True,True,261,0.00781260000076145,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,16.384,ok,False,False,4,0.00024040002608671784,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00002"",""required"":1.3953985649887126,""limit"":1.0,""time_s"":1.321783046875,""side"":""post"",""num_prefill"":2,""num_decode"":1}",11,0.6875
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.019869725,ok,True,True,261,0.007695300038903952,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.032,ok,True,True,261,0.008873100043274462,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.256,ok,False,False,170,0.012987299996893853,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00005"",""required"":1.35015939981946,""limit"":1.0,""time_s"":84.984375,""side"":""post"",""num_prefill"":1,""num_decode"":3}",3,0.1875
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.022627417,ok,True,True,261,0.01005560002522543,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,1.024,ok,False,False,89,0.012769500026479363,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00001"",""required"":1.35015939981946,""limit"":1.0,""time_s"":21.99609375,""side"":""post"",""num_prefill"":1,""num_decode"":10}",11,0.6875
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.064,ok,False,False,199,0.007352899992838502,"{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00011"",""required"":1.35015939981946,""limit"":1.0,""time_s"":336.9375,""side"":""post"",""num_prefill"":1,""num_decode"":1}",1,0.0625
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.0190273138,ok,True,True,261,0.008146700041834265,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.045254834,ok,True,True,261,0.00923210004111752,,0,0.0
h101-o60-d30-a100-fast,h101-o60-d30,relaxed_decode,2.0,1.0,Raw-Full,0,0.0538173706,ok,True,True,261,0.008982500003185123,,0,0.0
