group,shift,intensity,sla,variant,runtime_s,events
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT5,Legacy-Remaining,0.0018291000160388649,17
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT5,Raw-Full,0.0003902000025846064,6
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT5,Raw-Remaining,0.0017732999986037612,17
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT5,Legacy-Full,0.0003929000231437385,6
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT10,Legacy-Remaining,0.034459999995306134,222
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT10,Raw-Full,0.0024701000074855983,20
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT10,Raw-Remaining,0.034230200049933046,222
w201-heterogeneous-fast,1,4.096,TTFT5.2_TPOT10,Legacy-Full,0.0023376999888569117,20
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT0.3,Raw-Full,0.0003951000398956239,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT0.3,Raw-Remaining,0.00040710001485422254,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT0.3,Legacy-Full,0.0003635999746620655,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT0.3,Legacy-Remaining,0.00038790004327893257,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT1.2,Raw-Full,0.00035689998185262084,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT1.2,Raw-Remaining,0.00037020002491772175,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT1.2,Legacy-Full,0.00036880001425743103,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0003800999838858843,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT5,Raw-Full,0.00035719998413696885,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT5,Raw-Remaining,0.0017752000130712986,17
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT5,Legacy-Full,0.00036150001687929034,6
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT5,Legacy-Remaining,0.0022228999878279865,17
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT10,Raw-Full,0.0025343000306747854,21
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT10,Raw-Remaining,0.03415510000195354,222
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT10,Legacy-Full,0.0025483000208623707,21
w201-heterogeneous-fast,2,4.096,TTFT5.2_TPOT10,Legacy-Remaining,0.03431090002413839,222
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT0.3,Raw-Remaining,0.0009695999906398356,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT0.3,Legacy-Full,0.0009874000097624958,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0008348000119440258,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT0.3,Raw-Full,0.0008066999725997448,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT1.2,Raw-Remaining,0.0008210000232793391,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT1.2,Legacy-Full,0.0008516000234521925,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0008145000319927931,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT1.2,Raw-Full,0.0007678000256419182,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT5,Raw-Remaining,0.0009267000132240355,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT5,Legacy-Full,0.0007813000120222569,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT5,Legacy-Remaining,0.0008502000127919018,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT5,Raw-Full,0.0007926999824121594,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT10,Raw-Remaining,0.0008160999859683216,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT10,Legacy-Full,0.0007798000006005168,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT10,Legacy-Remaining,0.001026200014166534,10
w201-heterogeneous-fast,-2,16.384,TTFT5.2_TPOT10,Raw-Full,0.0007831999682821333,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT0.3,Legacy-Full,0.0008085999870672822,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0008219999726861715,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT0.3,Raw-Full,0.0008325000526383519,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT0.3,Raw-Remaining,0.0009535999852232635,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT1.2,Legacy-Full,0.0008894999627955258,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0008314000442624092,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT1.2,Raw-Full,0.0007903000223450363,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT1.2,Raw-Remaining,0.000851699966005981,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT5,Legacy-Full,0.0007723000016994774,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT5,Legacy-Remaining,0.0009272000170312822,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT5,Raw-Full,0.0009403000003658235,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT5,Raw-Remaining,0.000950200017541647,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT10,Legacy-Full,0.0008010999881662428,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT10,Legacy-Remaining,0.0008096999954432249,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT10,Raw-Full,0.0007692999788559973,10
w201-heterogeneous-fast,-1,16.384,TTFT5.2_TPOT10,Raw-Remaining,0.0008882000111043453,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0008203999605029821,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT0.3,Raw-Full,0.0007798000006005168,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT0.3,Raw-Remaining,0.0008201999589800835,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT0.3,Legacy-Full,0.0007994999759830534,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT1.2,Legacy-Remaining,0.000798500026576221,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT1.2,Raw-Full,0.0008010999881662428,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT1.2,Raw-Remaining,0.0008285000221803784,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT1.2,Legacy-Full,0.0008093000506050885,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT5,Legacy-Remaining,0.0008364999666810036,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT5,Raw-Full,0.0007789999945089221,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT5,Raw-Remaining,0.0008259000023826957,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT5,Legacy-Full,0.0008066000300459564,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT10,Legacy-Remaining,0.0008111000061035156,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT10,Raw-Full,0.0007794999983161688,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT10,Raw-Remaining,0.0008124999585561454,10
w201-heterogeneous-fast,0,16.384,TTFT5.2_TPOT10,Legacy-Full,0.0007832999690435827,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT0.3,Raw-Full,0.000798200024291873,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT0.3,Raw-Remaining,0.0008114000083878636,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT0.3,Legacy-Full,0.0007777999853715301,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT0.3,Legacy-Remaining,0.000798500026576221,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT1.2,Raw-Full,0.0008746000239625573,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT1.2,Raw-Remaining,0.0008651000098325312,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT1.2,Legacy-Full,0.0008614999824203551,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0008196000126190484,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT5,Raw-Full,0.0007777999853715301,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT5,Raw-Remaining,0.0008098000544123352,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT5,Legacy-Full,0.0007663000142201781,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT5,Legacy-Remaining,0.0008108000038191676,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT10,Raw-Full,0.0007815000135451555,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT10,Raw-Remaining,0.0008625999907962978,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT10,Legacy-Full,0.0007831999682821333,10
w201-heterogeneous-fast,1,16.384,TTFT5.2_TPOT10,Legacy-Remaining,0.0008187000057660043,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT0.3,Raw-Remaining,0.0008431000169366598,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT0.3,Legacy-Full,0.0009536000434309244,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0008286000229418278,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT0.3,Raw-Full,0.0008697999874129891,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT1.2,Raw-Remaining,0.0008148000342771411,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT1.2,Legacy-Full,0.0007933999877423048,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0008120000129565597,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT1.2,Raw-Full,0.0007695999811403453,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT5,Raw-Remaining,0.0008128000190481544,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT5,Legacy-Full,0.0008148999768309295,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT5,Legacy-Remaining,0.0008246999932453036,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT5,Raw-Full,0.0008057000231929123,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT10,Raw-Remaining,0.0008116000099107623,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT10,Legacy-Full,0.0007847999804653227,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT10,Legacy-Remaining,0.000819500011857599,10
w201-heterogeneous-fast,2,16.384,TTFT5.2_TPOT10,Raw-Full,0.0010397000005468726,10
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT0.3,Legacy-Full,0.001449099974706769,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT0.3,Legacy-Remaining,0.001409200020134449,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT0.3,Raw-Full,0.0014349000412039459,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT0.3,Raw-Remaining,0.0014189000357873738,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT1.2,Legacy-Full,0.0013787000207230449,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0014319999609142542,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT1.2,Raw-Full,0.0014309000107459724,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT1.2,Raw-Remaining,0.0014357000472955406,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT5,Legacy-Full,0.0014846999547444284,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT5,Legacy-Remaining,0.0014355999883264303,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT5,Raw-Full,0.0013967000413686037,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT5,Raw-Remaining,0.001413599995430559,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT10,Legacy-Full,0.0013800999731756747,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT10,Legacy-Remaining,0.0014347000396810472,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT10,Raw-Full,0.001401500019710511,14
w201-heterogeneous-fast,-2,65.536,TTFT5.2_TPOT10,Raw-Remaining,0.0014276999863795936,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0015885999891906977,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT0.3,Raw-Full,0.0013732999796047807,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT0.3,Raw-Remaining,0.001483400003053248,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT0.3,Legacy-Full,0.0014414000324904919,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0014419000362977386,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT1.2,Raw-Full,0.0013569999719038606,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT1.2,Raw-Remaining,0.001451199990697205,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT1.2,Legacy-Full,0.00138229998992756,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT5,Legacy-Remaining,0.0014960000407882035,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT5,Raw-Full,0.0019159000366926193,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT5,Raw-Remaining,0.0015165999648161232,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT5,Legacy-Full,0.0013847000082023442,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT10,Legacy-Remaining,0.0014979999978095293,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT10,Raw-Full,0.0014491999754682183,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT10,Raw-Remaining,0.0014743999927304685,14
w201-heterogeneous-fast,-1,65.536,TTFT5.2_TPOT10,Legacy-Full,0.001400900015141815,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT0.3,Raw-Full,0.0014464999549090862,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT0.3,Raw-Remaining,0.0015034000389277935,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT0.3,Legacy-Full,0.0014058999950066209,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0014777000178582966,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT1.2,Raw-Full,0.001363899966236204,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT1.2,Raw-Remaining,0.001424900023266673,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT1.2,Legacy-Full,0.0013300999999046326,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0014311999548226595,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT5,Raw-Full,0.001407100004144013,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT5,Raw-Remaining,0.0014501999830827117,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT5,Legacy-Full,0.0015451000072062016,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT5,Legacy-Remaining,0.0014809999847784638,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT10,Raw-Full,0.0013617000076919794,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT10,Raw-Remaining,0.0014386000111699104,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT10,Legacy-Full,0.0013324000174179673,14
w201-heterogeneous-fast,0,65.536,TTFT5.2_TPOT10,Legacy-Remaining,0.0014097000239416957,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT0.3,Raw-Remaining,0.0014587999903596938,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT0.3,Legacy-Full,0.001434599980711937,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0014412000309675932,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT0.3,Raw-Full,0.0016348999924957752,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT1.2,Raw-Remaining,0.001438500010408461,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT1.2,Legacy-Full,0.0013502000365406275,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT1.2,Legacy-Remaining,0.0014022000250406563,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT1.2,Raw-Full,0.0013778000138700008,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT5,Raw-Remaining,0.0014723000349476933,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT5,Legacy-Full,0.001330800005234778,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT5,Legacy-Remaining,0.0013922000071033835,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT5,Raw-Full,0.001345900003798306,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT10,Raw-Remaining,0.001909599988721311,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT10,Legacy-Full,0.0014700000174343586,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT10,Legacy-Remaining,0.0015300000086426735,14
w201-heterogeneous-fast,1,65.536,TTFT5.2_TPOT10,Raw-Full,0.0013457000022754073,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT0.3,Legacy-Full,0.0013900999911129475,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT0.3,Legacy-Remaining,0.0014209000510163605,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT0.3,Raw-Full,0.001359500049147755,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT0.3,Raw-Remaining,0.0014198999851942062,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT1.2,Legacy-Full,0.0015600999468006194,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT1.2,Legacy-Remaining,0.001417500025127083,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT1.2,Raw-Full,0.0013654000358656049,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT1.2,Raw-Remaining,0.0014580999850295484,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT5,Legacy-Full,0.00137489999178797,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT5,Legacy-Remaining,0.001436999998986721,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT5,Raw-Full,0.0013779000146314502,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT5,Raw-Remaining,0.001446999958716333,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT10,Legacy-Full,0.0014152000076137483,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT10,Legacy-Remaining,0.0015349999885074794,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT10,Raw-Full,0.0013734999811276793,14
w201-heterogeneous-fast,2,65.536,TTFT5.2_TPOT10,Raw-Remaining,0.001448499970138073,14
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT0.3,Legacy-Full,0.025038400024641305,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT0.3,Legacy-Remaining,0.025020200002472848,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT0.3,Raw-Full,0.025482900033239275,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT0.3,Raw-Remaining,0.02466110000386834,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT1.2,Legacy-Full,0.02456769999116659,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT1.2,Legacy-Remaining,0.02429059997666627,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT1.2,Raw-Full,0.024682499992195517,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT1.2,Raw-Remaining,0.024585000006482005,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT5,Legacy-Full,0.024086699995677918,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT5,Legacy-Remaining,0.025312800018582493,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT5,Raw-Full,0.024081000010482967,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT5,Raw-Remaining,0.025141899997834116,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT10,Legacy-Full,0.0247961999848485,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT10,Legacy-Remaining,0.025128899957053363,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT10,Raw-Full,0.025307100033387542,857
w202-heterogeneous-slow,-2,0.001,TTFT5.2_TPOT10,Raw-Remaining,0.02440520003437996,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT0.3,Legacy-Remaining,0.02536510000936687,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT0.3,Raw-Full,0.024611199973151088,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT0.3,Raw-Remaining,0.02527759998338297,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT0.3,Legacy-Full,0.024211999960243702,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT1.2,Legacy-Remaining,0.025918099971022457,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT1.2,Raw-Full,0.02492970001185313,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT1.2,Raw-Remaining,0.024861699959728867,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT1.2,Legacy-Full,0.024693400016985834,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT5,Legacy-Remaining,0.025522900046780705,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT5,Raw-Full,0.02543330000480637,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT5,Raw-Remaining,0.024571700021624565,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT5,Legacy-Full,0.025256399996578693,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT10,Legacy-Remaining,0.02500490000238642,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT10,Raw-Full,0.025001099973451346,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT10,Raw-Remaining,0.024707600008696318,857
w202-heterogeneous-slow,-1,0.001,TTFT5.2_TPOT10,Legacy-Full,0.025350700016133487,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT0.3,Raw-Full,0.02481400000397116,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT0.3,Raw-Remaining,0.024776200007181615,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT0.3,Legacy-Full,0.025910100026521832,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT0.3,Legacy-Remaining,0.02581090002786368,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT1.2,Raw-Full,0.02444790001027286,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT1.2,Raw-Remaining,0.024455699953250587,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT1.2,Legacy-Full,0.024829400004819036,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT1.2,Legacy-Remaining,0.024473399971611798,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT5,Raw-Full,0.024743799993302673,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT5,Raw-Remaining,0.024665199976880103,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT5,Legacy-Full,0.025397100020200014,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT5,Legacy-Remaining,0.025619499967433512,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT10,Raw-Full,0.024829300004057586,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT10,Raw-Remaining,0.025412900024093688,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT10,Legacy-Full,0.025315100036095828,857
w202-heterogeneous-slow,0,0.001,TTFT5.2_TPOT10,Legacy-Remaining,0.024969699967186898,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT0.3,Raw-Remaining,0.02536510000936687,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT0.3,Legacy-Full,0.025523899996187538,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT0.3,Legacy-Remaining,0.025088599999435246,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT0.3,Raw-Full,0.025266500015277416,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT1.2,Raw-Remaining,0.02517969999462366,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT1.2,Legacy-Full,0.024603899975772947,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT1.2,Legacy-Remaining,0.025836999993771315,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT1.2,Raw-Full,0.02539640001486987,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT5,Raw-Remaining,0.024614499998278916,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT5,Legacy-Full,0.024998499953653663,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT5,Legacy-Remaining,0.0253487000009045,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT5,Raw-Full,0.02601109998067841,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT10,Raw-Remaining,0.02642609999747947,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT10,Legacy-Full,0.02437229995848611,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT10,Legacy-Remaining,0.02504790003877133,857
w202-heterogeneous-slow,1,0.001,TTFT5.2_TPOT10,Raw-Full,0.024591099994722754,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT0.3,Legacy-Full,0.025754200003575534,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT0.3,Legacy-Remaining,0.024747899966314435,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT0.3,Raw-Full,0.024712299986276776,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT0.3,Raw-Remaining,0.024546500004362315,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT1.2,Legacy-Full,0.025039899977855384,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT1.2,Legacy-Remaining,0.02487159997690469,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT1.2,Raw-Full,0.02403319999575615,857
w202-heterogeneous-slow,2,0.001,TTFT5.2_TPOT1.2,Raw-Remaining,0.025152400019578636,857
