group,workload,sla,ttft_s,tpot_s,variant,shift,evaluator,reference,signed_gap,relative_signed_gap
h102-o300-d120-a100-slow,h102-o300-d120,decode,2.0,0.15,Legacy-Full,0,"{""largest_safe"":0.004,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.004,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0182206181,""safe"":false},{""intensity"":0.0186195977,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0194439577,""safe"":false},{""intensity"":0.019869725,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":3.0,""unresolved"":true}","{""largest_safe"":0.0194439577,""nearest_unsafe_above"":0.019869725,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":true,""single_boundary_supported"":false,""transitions"":[{""left"":0.016,""right"":0.0163503544,""left_safe"":true,""right_safe"":false},{""left"":0.0186195977,""right"":0.0190273138,""left_safe"":false,""right_safe"":true},{""left"":0.0194439577,""right"":0.019869725,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0182206181,""safe"":false},{""intensity"":0.0186195977,""safe"":false},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897152142025034,""unresolved"":false}",-0.0154439577,-0.7942805645992533
h102-o300-d120-a100-slow,h102-o300-d120,decode,2.0,0.15,Legacy-Remaining,0,"{""largest_safe"":0.004,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.004,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0182206181,""safe"":false},{""intensity"":0.0186195977,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0194439577,""safe"":false},{""intensity"":0.019869725,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":3.0,""unresolved"":true}","{""largest_safe"":0.0194439577,""nearest_unsafe_above"":0.019869725,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":true,""single_boundary_supported"":false,""transitions"":[{""left"":0.016,""right"":0.0163503544,""left_safe"":true,""right_safe"":false},{""left"":0.0186195977,""right"":0.0190273138,""left_safe"":false,""right_safe"":true},{""left"":0.0194439577,""right"":0.019869725,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0182206181,""safe"":false},{""intensity"":0.0186195977,""safe"":false},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897152142025034,""unresolved"":false}",-0.0154439577,-0.7942805645992533
h102-o300-d120-a100-slow,h102-o300-d120,relaxed_decode,2.0,1.0,Raw-Full,0,"{""largest_safe"":0.0212037863,""nearest_unsafe_above"":0.0216680888,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0212037863,""right"":0.0216680888,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":true},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897150510331143,""unresolved"":false}","{""largest_safe"":0.0207494329,""nearest_unsafe_above"":0.0212037863,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0207494329,""right"":0.0212037863,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714784927932,""unresolved"":false}",0.0004543533999999995,0.021897147849279267
h102-o300-d120-a100-slow,h102-o300-d120,relaxed_decode,2.0,1.0,Raw-Remaining,0,"{""largest_safe"":0.0212037863,""nearest_unsafe_above"":0.0216680888,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0212037863,""right"":0.0216680888,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":true},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897150510331143,""unresolved"":false}","{""largest_safe"":0.0207494329,""nearest_unsafe_above"":0.0212037863,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0207494329,""right"":0.0212037863,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714784927932,""unresolved"":false}",0.0004543533999999995,0.021897147849279267
h102-o300-d120-a100-slow,h102-o300-d120,relaxed_decode,2.0,1.0,Legacy-Full,0,"{""largest_safe"":0.019869725,""nearest_unsafe_above"":0.0207494329,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.019869725,""right"":0.0207494329,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.04427378335633736,""unresolved"":true}","{""largest_safe"":0.0207494329,""nearest_unsafe_above"":0.0212037863,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0207494329,""right"":0.0212037863,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714784927932,""unresolved"":false}",-0.0008797078999999985,-0.04239672015325289
h102-o300-d120-a100-slow,h102-o300-d120,relaxed_decode,2.0,1.0,Legacy-Remaining,0,"{""largest_safe"":0.019869725,""nearest_unsafe_above"":0.0207494329,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.019869725,""right"":0.0207494329,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.04427378335633736,""unresolved"":true}","{""largest_safe"":0.0207494329,""nearest_unsafe_above"":0.0212037863,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0207494329,""right"":0.0212037863,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":true},{""intensity"":0.0167083805,""safe"":true},{""intensity"":0.0174481237,""safe"":true},{""intensity"":0.0182206181,""safe"":true},{""intensity"":0.0186195977,""safe"":true},{""intensity"":0.0190273138,""safe"":true},{""intensity"":0.0194439577,""safe"":true},{""intensity"":0.019869725,""safe"":true},{""intensity"":0.0207494329,""safe"":true},{""intensity"":0.0212037863,""safe"":false},{""intensity"":0.0216680888,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714784927932,""unresolved"":false}",-0.0008797078999999985,-0.04239672015325289
h103-o500-d30-a100-slow,h103-o500-d30,decode,2.0,0.15,Raw-Full,0,"{""largest_safe"":0.016,""nearest_unsafe_above"":0.0163503544,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.016,""right"":0.0163503544,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897150000000032,""unresolved"":false}","{""largest_safe"":0.015657153,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.015657153,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148223562812,""unresolved"":false}",0.0003428470000000003,0.021897148223562757
h103-o500-d30-a100-slow,h103-o500-d30,decode,2.0,0.15,Raw-Remaining,0,"{""largest_safe"":0.016,""nearest_unsafe_above"":0.0163503544,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.016,""right"":0.0163503544,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":true},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897150000000032,""unresolved"":false}","{""largest_safe"":0.015657153,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.015657153,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148223562812,""unresolved"":false}",0.0003428470000000003,0.021897148223562757
h103-o500-d30-a100-slow,h103-o500-d30,decode,2.0,0.15,Legacy-Full,0,"{""largest_safe"":0.0153216525,""nearest_unsafe_above"":0.015657153,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0153216525,""right"":0.015657153,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148496221375,""unresolved"":false}","{""largest_safe"":0.015657153,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.015657153,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148223562812,""unresolved"":false}",-0.00033550050000000047,-0.021427937761098744
h103-o500-d30-a100-slow,h103-o500-d30,decode,2.0,0.15,Legacy-Remaining,0,"{""largest_safe"":0.0153216525,""nearest_unsafe_above"":0.015657153,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0153216525,""right"":0.015657153,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148496221375,""unresolved"":false}","{""largest_safe"":0.015657153,""nearest_unsafe_above"":0.016,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.015657153,""right"":0.016,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0113137085,""safe"":true},{""intensity"":0.0134543426,""safe"":true},{""intensity"":0.0146720647,""safe"":true},{""intensity"":0.0153216525,""safe"":true},{""intensity"":0.015657153,""safe"":true},{""intensity"":0.016,""safe"":false},{""intensity"":0.0163503544,""safe"":false},{""intensity"":0.0167083805,""safe"":false},{""intensity"":0.0174481237,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.0380546277,""safe"":false},{""intensity"":0.0414988658,""safe"":false},{""intensity"":0.0433361775,""safe"":false},{""intensity"":0.0442851162,""safe"":false},{""intensity"":0.045254834,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897148223562812,""unresolved"":false}",-0.00033550050000000047,-0.021427937761098744
