case_id,group,workload,role,kind,link,shift,regime,intensity,status,reference_safe,reference_cache_key,workload_fingerprint,scaled_workload_fingerprint,partition_fingerprint,profile_fingerprint,point_id,sla_label,grid_fingerprint,raw_safe,evaluator_safe,legacy_result,ttft_s,tpot_s
h102-o300-d120-heterogeneous-slow-decode-shift2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,2,decode,0.0074966705,ok,True,36d7724d29222b3df78840558e574c3b579a06eec2003b0620b123600e04c6b3,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,c0f33fca056ef35dea024c1089b91d73fd2a4d843650f4e866ccd364b218d883,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,f636a427ddd7d0676178a2523c2a1142b031368a0a893bf674f26bef50f59e1f,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.7735335733751759,""limit"":0.3,""time_s"":2535.4584639274194,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.7735335733751759,""limit"":0.3,""time_s"":2535.4584639274194,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":187,""drained"":false,""final_time_s"":2535.4584639274194,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.19207801009950368,""peak_memory_bytes"":{""n0"":21088719360.0,""n1"":21088719360.0,""n2"":14062570496.0,""n3"":14062570496.0,""n4"":21088719360.0,""n5"":21088719360.0,""n6"":14062570496.0,""n7"":14062570496.0},""max_accounted_ttft_s"":3.2348842235320143,""max_accounted_tpot_s"":0.773900574975176,""trajectory_hash"":null,""runtime_s"":0.005530300026293844}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,2,prefill,0.0074966705,ok,True,36d7724d29222b3df78840558e574c3b579a06eec2003b0620b123600e04c6b3,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,c0f33fca056ef35dea024c1089b91d73fd2a4d843650f4e866ccd364b218d883,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,a68a99073bfe4155c72a32d13950ec7d0531fdbac0d1e6efe9e6d84f7fdd817c,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15702.022471130096,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.6463207469934094,""peak_memory_bytes"":{""n0"":21125304832.0,""n1"":21125304832.0,""n2"":14093978624.0,""n3"":14093978624.0,""n4"":21125304832.0,""n5"":21125304832.0,""n6"":14093978624.0,""n7"":14093978624.0},""max_accounted_ttft_s"":4.816012282319884,""max_accounted_tpot_s"":0.773900574975176,""trajectory_hash"":null,""runtime_s"":0.03077010001288727}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift-2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-2,decode,0.0076608262,ok,True,a6dba198a1f3b93f335f91d13373748206006a593a654ef260dc784afeb3291c,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,51049c57cb5f2d17fc5ac61bc460c18bd2dc7eee651509586f58a180ede9fc9b,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15363.327430675736,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7284205900230314,""peak_memory_bytes"":{""n0"":14093978624.0,""n1"":14093978624.0,""n2"":21125304832.0,""n3"":21125304832.0,""n4"":14093978624.0,""n5"":14093978624.0,""n6"":21125304832.0,""n7"":21125304832.0},""max_accounted_ttft_s"":4.9383802823198835,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.030415199988055974}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift-2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-2,prefill,0.0076608262,ok,True,a6dba198a1f3b93f335f91d13373748206006a593a654ef260dc784afeb3291c,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,a9be0267925d23454c007f5b4cf9f71dd3d538befe277b9b9e2bcbffad3c1d7b,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15363.327430675736,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7284205900230314,""peak_memory_bytes"":{""n0"":14093978624.0,""n1"":14093978624.0,""n2"":21125304832.0,""n3"":21125304832.0,""n4"":14093978624.0,""n5"":14093978624.0,""n6"":21125304832.0,""n7"":21125304832.0},""max_accounted_ttft_s"":4.9383802823198835,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.029738299956079572}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift-1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-1,decode,0.0076608262,ok,True,e355401e724c189228ebf1b8d21cde4e661c6d1ff3fcc73e02fe71de2598d27f,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,899e833257c0b73fb3b4dee338eb3c8127f53e4530b0c3750e18673015ebc086,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15364.037830675745,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7060004051866676,""peak_memory_bytes"":{""n0"":15851810176.0,""n1"":15851810176.0,""n2"":19367473280.0,""n3"":19367473280.0,""n4"":15851810176.0,""n5"":15851810176.0,""n6"":19367473280.0,""n7"":19367473280.0},""max_accounted_ttft_s"":4.907788282319883,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.029738399956841022}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift-1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-1,prefill,0.0076608262,ok,True,e355401e724c189228ebf1b8d21cde4e661c6d1ff3fcc73e02fe71de2598d27f,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,75cbea4a6f0b2bc422c48b4ea6a5c26ab55dd6f397f52001109e9a86afacdd08,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15364.037830675745,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7060004051866676,""peak_memory_bytes"":{""n0"":15851810176.0,""n1"":15851810176.0,""n2"":19367473280.0,""n3"":19367473280.0,""n4"":15851810176.0,""n5"":15851810176.0,""n6"":19367473280.0,""n7"":19367473280.0},""max_accounted_ttft_s"":4.907788282319883,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.030458299966994673}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift0,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,0,decode,0.0076608262,ok,True,f19fe1e151086e4a9c44b5b1aed7d9f80d7e2b31d36895743540aa0b6260ce03,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,f2866c87903bd1e91eea18723bbe613e39db9644d5acf5a7f4a0d43443f4f8ce,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15364.748230675743,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.6849191585244888,""peak_memory_bytes"":{""n0"":17609641728.0,""n1"":17609641728.0,""n2"":17609641728.0,""n3"":17609641728.0,""n4"":17609641728.0,""n5"":17609641728.0,""n6"":17609641728.0,""n7"":17609641728.0},""max_accounted_ttft_s"":4.877196282319884,""max_accounted_tpot_s"":0.22936700160000004,""trajectory_hash"":null,""runtime_s"":0.030985199962742627}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift0,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,0,prefill,0.0076608262,ok,True,f19fe1e151086e4a9c44b5b1aed7d9f80d7e2b31d36895743540aa0b6260ce03,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,f3262001b0b6d5bae73eb3bf65ca27ceb977b73cf49a79c4fc79648ea6225cf6,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15364.748230675743,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.6849191585244888,""peak_memory_bytes"":{""n0"":17609641728.0,""n1"":17609641728.0,""n2"":17609641728.0,""n3"":17609641728.0,""n4"":17609641728.0,""n5"":17609641728.0,""n6"":17609641728.0,""n7"":17609641728.0},""max_accounted_ttft_s"":4.877196282319884,""max_accounted_tpot_s"":0.22936700160000004,""trajectory_hash"":null,""runtime_s"":0.03046029998222366}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,1,decode,0.0076608262,ok,True,af77787c7cb3b0203e5b0e3dfffc12be99fcfb2622f5998b6c10407e8b8ae7ae,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,33712ba625130db55548342aae9590919073a1ebe391139abb18ca478af6b5d2,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.767133573375176,""limit"":0.3,""time_s"":2481.150248024162,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.767133573375176,""limit"":0.3,""time_s"":2481.150248024162,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":188,""drained"":false,""final_time_s"":2481.150248024162,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.19370004198693044,""peak_memory_bytes"":{""n0"":19331694720.0,""n1"":19331694720.0,""n2"":15817784704.0,""n3"":15817784704.0,""n4"":19331694720.0,""n5"":19331694720.0,""n6"":15817784704.0,""n7"":15817784704.0},""max_accounted_ttft_s"":3.2552522235320143,""max_accounted_tpot_s"":0.767500574975176,""trajectory_hash"":null,""runtime_s"":0.005711500009056181}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,1,prefill,0.0076608262,ok,True,af77787c7cb3b0203e5b0e3dfffc12be99fcfb2622f5998b6c10407e8b8ae7ae,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,9ec6b26a6e300bfc940ece8231bb17b7b6c399a3560d6b1b265414499090024e,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15365.458630675743,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.6650603851834324,""peak_memory_bytes"":{""n0"":19367473280.0,""n1"":19367473280.0,""n2"":15851810176.0,""n3"":15851810176.0,""n4"":19367473280.0,""n5"":19367473280.0,""n6"":15851810176.0,""n7"":15851810176.0},""max_accounted_ttft_s"":4.846604282319883,""max_accounted_tpot_s"":0.767500574975176,""trajectory_hash"":null,""runtime_s"":0.030678600014653057}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,2,decode,0.0076608262,ok,False,f3d9f19af8fc7aa0a1415404ba7d6b4f3cb23c6b04464fede2b60bf22873f55b,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,4c18e3a7f2ae8e62a3c084802f4a37c1fb5ea5367b9337d14611659f28ee48c3,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.7735335733751759,""limit"":0.3,""time_s"":2481.150248024162,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00009"",""required"":0.7735335733751759,""limit"":0.3,""time_s"":2481.150248024162,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":187,""drained"":false,""final_time_s"":2481.150248024162,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.19207801009950368,""peak_memory_bytes"":{""n0"":21088719360.0,""n1"":21088719360.0,""n2"":14062570496.0,""n3"":14062570496.0,""n4"":21088719360.0,""n5"":21088719360.0,""n6"":14062570496.0,""n7"":14062570496.0},""max_accounted_ttft_s"":3.2348842235320143,""max_accounted_tpot_s"":0.773900574975176,""trajectory_hash"":null,""runtime_s"":0.005860999983269721}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,2,prefill,0.0076608262,ok,True,f3d9f19af8fc7aa0a1415404ba7d6b4f3cb23c6b04464fede2b60bf22873f55b,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,8cdd47f916a973ea3e82eb8a996167f604812e67ee0ce54fb758b9737055ac7d,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,1bcda3f2e21fb1a65ba98d323b51f8f01491e36dec786c80f384e390069aecf6,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15366.169030675741,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.6463207469934094,""peak_memory_bytes"":{""n0"":21125304832.0,""n1"":21125304832.0,""n2"":14093978624.0,""n3"":14093978624.0,""n4"":21125304832.0,""n5"":21125304832.0,""n6"":14093978624.0,""n7"":14093978624.0},""max_accounted_ttft_s"":4.816012282319884,""max_accounted_tpot_s"":0.773900574975176,""trajectory_hash"":null,""runtime_s"":0.030438700050581247}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift-2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-2,decode,0.0078285765,ok,True,8352d69861bd6a36da87b4f5a8b10c2b748632f2b57498726d33f86bfa1b6931,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,2ee3f02a04469b75f379261f543893510ae6b97620ca34643e64c944336edaaf,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15034.670524533574,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7284205900230314,""peak_memory_bytes"":{""n0"":14093978624.0,""n1"":14093978624.0,""n2"":21125304832.0,""n3"":21125304832.0,""n4"":14093978624.0,""n5"":14093978624.0,""n6"":21125304832.0,""n7"":21125304832.0},""max_accounted_ttft_s"":4.9383802823198835,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.029987299989443272}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift-2,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-2,prefill,0.0078285765,ok,True,8352d69861bd6a36da87b4f5a8b10c2b748632f2b57498726d33f86bfa1b6931,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,44bf9dfce89ea7081df5c61a6f0025c7a907665f11278a3de262f343321ecae7,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15034.670524533574,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7284205900230314,""peak_memory_bytes"":{""n0"":14093978624.0,""n1"":14093978624.0,""n2"":21125304832.0,""n3"":21125304832.0,""n4"":14093978624.0,""n5"":14093978624.0,""n6"":21125304832.0,""n7"":21125304832.0},""max_accounted_ttft_s"":4.9383802823198835,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.0303000999847427}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift-1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-1,decode,0.0078285765,ok,True,668605ca8f7f3fbc60a72db8d09fb67f6e7b8837e6bdb6d42f5d89c8d5bc6a77,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,20cb28e051d232bbf1e45b5444e175d0b4093d393767b106c3584ca6226dca4e,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15035.380924533583,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7060004051866676,""peak_memory_bytes"":{""n0"":15851810176.0,""n1"":15851810176.0,""n2"":19367473280.0,""n3"":19367473280.0,""n4"":15851810176.0,""n5"":15851810176.0,""n6"":19367473280.0,""n7"":19367473280.0},""max_accounted_ttft_s"":4.907788282319883,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.030704199976753443}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift-1,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,-1,prefill,0.0078285765,ok,True,668605ca8f7f3fbc60a72db8d09fb67f6e7b8837e6bdb6d42f5d89c8d5bc6a77,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,a72635cef17ab74f6556d4d3354c1db3e557e6dac290bf1a16c92bb6eda5d3ec,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15035.380924533583,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.7060004051866676,""peak_memory_bytes"":{""n0"":15851810176.0,""n1"":15851810176.0,""n2"":19367473280.0,""n3"":19367473280.0,""n4"":15851810176.0,""n5"":15851810176.0,""n6"":19367473280.0,""n7"":19367473280.0},""max_accounted_ttft_s"":4.907788282319883,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.030689400038681924}",5.2,10.0
h102-o300-d120-heterogeneous-slow-decode-shift0,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,0,decode,0.0078285765,ok,True,8d0c204d7d56591bd0debd9f4e567f80e92e762123ba80efe5ab5f6a64bb38a3,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,559c12e6f12f7b7003e8fd570a28059390354faba9b7e3d29b0416adacf0ed7c,tight-TPOT,dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15036.091324533581,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.6849191585244888,""peak_memory_bytes"":{""n0"":17609641728.0,""n1"":17609641728.0,""n2"":17609641728.0,""n3"":17609641728.0,""n4"":17609641728.0,""n5"":17609641728.0,""n6"":17609641728.0,""n7"":17609641728.0},""max_accounted_ttft_s"":4.877196282319884,""max_accounted_tpot_s"":0.22936700160000004,""trajectory_hash"":null,""runtime_s"":0.029712999996263534}",5.2,0.3
h102-o300-d120-heterogeneous-slow-prefill-shift0,h102-o300-d120-heterogeneous-slow,h102-o300-d120,primary,heterogeneous,slow,0,prefill,0.0078285765,ok,True,8d0c204d7d56591bd0debd9f4e567f80e92e762123ba80efe5ab5f6a64bb38a3,cd51aa8bcecf85c9bc3a55235feec924495380380b11194d123bf8e9ba5def14,6e7d965609d668dfd751b70386ca919775f86bf665acf6db73c039c283ee3542,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,0487c9bccac4a6224fd8d1b8532bea6d8e3182bf041a0dd70fb22f8a268f53ad,relaxed-TPOT (fixed TTFT),dc956db9f645041c5866e2b0a306caa68d43348c9730609fba8188735fad8e13,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":1001,""drained"":true,""final_time_s"":15036.091324533581,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.6849191585244888,""peak_memory_bytes"":{""n0"":17609641728.0,""n1"":17609641728.0,""n2"":17609641728.0,""n3"":17609641728.0,""n4"":17609641728.0,""n5"":17609641728.0,""n6"":17609641728.0,""n7"":17609641728.0},""max_accounted_ttft_s"":4.877196282319884,""max_accounted_tpot_s"":0.22936700160000004,""trajectory_hash"":null,""runtime_s"":0.029349299962632358}",5.2,10.0
