case_id,group,workload,role,kind,link,shift,regime,intensity,status,reference_safe,reference_cache_key,workload_fingerprint,scaled_workload_fingerprint,partition_fingerprint,profile_fingerprint,point_id,sla_label,grid_fingerprint,raw_safe,evaluator_safe,legacy_result,ttft_s,tpot_s
h103-o500-d30-heterogeneous-slow-prefill-shift2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,2,prefill,0.0076608262,ok,True,33408bc93569861b76b5e0f0734177f2b893a1619f8bba422be57fbf034d5831,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,c02f5c5ba2f9294f48a3d9d025ef313b99d6c6940039829f2483c69999a82dc0,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,4f01e3f8302c7f0e19dd952a0c7040f82c73d1aedcce9e1053f0d7bcdd22e403,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3733.924124456031,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.47397064518151616,""peak_memory_bytes"":{""n0"":21146079744.0,""n1"":21146079744.0,""n2"":14103301120.0,""n3"":14103301120.0,""n4"":21146079744.0,""n5"":21146079744.0,""n6"":14103301120.0,""n7"":14103301120.0},""max_accounted_ttft_s"":4.477022385521858,""max_accounted_tpot_s"":2.5485891414617745,""trajectory_hash"":null,""runtime_s"":0.009002700040582567}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift-2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-2,decode,0.0078285765,ok,True,af4e9ef42e363dac97a849295d52e4e62662fc2d74075b1bd00b2370d54cd0d3,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,4c12c28349de12a3c0d92b1966b26b4d7e9d30f87018eedf999201e4f0935b06,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3642.2000710184893,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5166759373432687,""peak_memory_bytes"":{""n0"":14087244800.0,""n1"":14087244800.0,""n2"":21116326400.0,""n3"":21116326400.0,""n4"":14087244800.0,""n5"":14087244800.0,""n6"":21116326400.0,""n7"":21116326400.0},""max_accounted_ttft_s"":4.590622385521858,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.008966900000814348}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift-2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-2,prefill,0.0078285765,ok,True,af4e9ef42e363dac97a849295d52e4e62662fc2d74075b1bd00b2370d54cd0d3,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,1369ff74d10d99c9fdf1de437a26518f2aeae08eaa300bbadcb6cc3d95d36a72,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3642.2000710184893,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5166759373432687,""peak_memory_bytes"":{""n0"":14087244800.0,""n1"":14087244800.0,""n2"":21116326400.0,""n3"":21116326400.0,""n4"":14087244800.0,""n5"":14087244800.0,""n6"":21116326400.0,""n7"":21116326400.0},""max_accounted_ttft_s"":4.590622385521858,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.009696700028143823}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift-1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-1,decode,0.0078285765,ok,True,76ec69dd01b25f0f3b42e4d3fb4888811f5668f659abd8b618b0624659483584,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,6da4c3537a616cd1b92abc2398500f2e664885952204ea7f6cce05848394ef6f,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3645.901159018497,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5052940458304929,""peak_memory_bytes"":{""n0"":15844515200.0,""n1"":15844515200.0,""n2"":19359056000.0,""n3"":19359056000.0,""n4"":15844515200.0,""n5"":15844515200.0,""n6"":19359056000.0,""n7"":19359056000.0},""max_accounted_ttft_s"":4.562222385521857,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.008874299994204193}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift-1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-1,prefill,0.0078285765,ok,True,76ec69dd01b25f0f3b42e4d3fb4888811f5668f659abd8b618b0624659483584,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,c299a2647dcc56a962ff330b08a31bbe107348b5444650d475964ef5e85ccbb6,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3645.901159018497,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5052940458304929,""peak_memory_bytes"":{""n0"":15844515200.0,""n1"":15844515200.0,""n2"":19359056000.0,""n3"":19359056000.0,""n4"":15844515200.0,""n5"":15844515200.0,""n6"":19359056000.0,""n7"":19359056000.0},""max_accounted_ttft_s"":4.562222385521857,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.008635899983346462}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift0,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,0,decode,0.0078285765,ok,True,e41530d965dc79b5288e47b37c32c910d2f2c24bfe18c97470bb39f7e3b4f4ec,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,eff66ae97842e1ab875450f5c26270ad0990f014905cc4490a7b0a7a9aa53f50,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.5700461398617747,""limit"":0.3,""time_s"":3514.271447018497,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.5700461398617747,""limit"":0.3,""time_s"":3514.271447018497,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":259,""drained"":false,""final_time_s"":3514.271447018497,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.49440281063348207,""peak_memory_bytes"":{""n0"":17625018112.0,""n1"":17625018112.0,""n2"":17625018112.0,""n3"":17625018112.0,""n4"":17625018112.0,""n5"":17625018112.0,""n6"":17625018112.0,""n7"":17625018112.0},""max_accounted_ttft_s"":4.533822385521858,""max_accounted_tpot_s"":2.5704131414617746,""trajectory_hash"":null,""runtime_s"":0.007863300037570298}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift0,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,0,prefill,0.0078285765,ok,True,e41530d965dc79b5288e47b37c32c910d2f2c24bfe18c97470bb39f7e3b4f4ec,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,a39c71193f22ecc408c7902f38dfd1b3bb705184537a045881ee46fb322e9a2c,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3649.602247018505,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.49440281063348207,""peak_memory_bytes"":{""n0"":17625018112.0,""n1"":17625018112.0,""n2"":17625018112.0,""n3"":17625018112.0,""n4"":17625018112.0,""n5"":17625018112.0,""n6"":17625018112.0,""n7"":17625018112.0},""max_accounted_ttft_s"":4.533822385521858,""max_accounted_tpot_s"":2.5704131414617746,""trajectory_hash"":null,""runtime_s"":0.009304800012614578}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,1,decode,0.0078285765,ok,False,e5c541fd6711e9816b12f9db412b704b611b274f00f1ed6845843d6c2a663bab,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,155582d7622a4b26ceb0ea147d79d32d496fd08b6be030b05be62cf8d522b4ed,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.559134139861775,""limit"":0.3,""time_s"":3514.271447018497,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.559134139861775,""limit"":0.3,""time_s"":3514.271447018497,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":258,""drained"":false,""final_time_s"":3514.271447018497,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.4839711739894577,""peak_memory_bytes"":{""n0"":19385385088.0,""n1"":19385385088.0,""n2"":15863995776.0,""n3"":15863995776.0,""n4"":19385385088.0,""n5"":19385385088.0,""n6"":15863995776.0,""n7"":15863995776.0},""max_accounted_ttft_s"":4.505422385521858,""max_accounted_tpot_s"":2.5595011414617748,""trajectory_hash"":null,""runtime_s"":0.007840799982659519}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,1,prefill,0.0078285765,ok,True,e5c541fd6711e9816b12f9db412b704b611b274f00f1ed6845843d6c2a663bab,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,ba13ef36550060e3f7a4b4667f50a991e27998153d38ea216eeabaf182674e2f,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,d892a95132cddc299e5a1fdd15d1db13840a7d97f768dbbb6f0aa24e07998443,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3653.3033350184965,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.4839711739894577,""peak_memory_bytes"":{""n0"":19385385088.0,""n1"":19385385088.0,""n2"":15863995776.0,""n3"":15863995776.0,""n4"":19385385088.0,""n5"":19385385088.0,""n6"":15863995776.0,""n7"":15863995776.0},""max_accounted_ttft_s"":4.505422385521858,""max_accounted_tpot_s"":2.5595011414617748,""trajectory_hash"":null,""runtime_s"":0.009839700011070818}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,2,decode,0.0078285765,ok,False,fe62143baacf362edf7c930021a3ffba0114b907bd47be45b3c3fdc5630c9950,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,c69d1ccb07c0eb702456f51463bdbd4c4b539b2b00bd1d678f3ec269d2364edb,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00007"",""required"":0.5849384143455568,""limit"":0.3,""time_s"":1534.3457223353441,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00007"",""required"":0.5849384143455568,""limit"":0.3,""time_s"":1534.3457223353441,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":147,""drained"":false,""final_time_s"":1534.3457223353441,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.3289472772840419,""peak_memory_bytes"":{""n0"":21104005632.0,""n1"":21104005632.0,""n2"":14078004224.0,""n3"":14078004224.0,""n4"":21104005632.0,""n5"":21104005632.0,""n6"":14078004224.0,""n7"":14078004224.0},""max_accounted_ttft_s"":4.011839169477853,""max_accounted_tpot_s"":0.5853054159455569,""trajectory_hash"":null,""runtime_s"":0.00457819999428466}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,2,prefill,0.0078285765,ok,True,fe62143baacf362edf7c930021a3ffba0114b907bd47be45b3c3fdc5630c9950,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,9f5b5d715a78c078eeac2384f9fe4b61fe16839dbe1e008872289df8d2e04ba9,28c1988a16176606b98bb698f364a8186a22f6fcf05c5eb9216ed183457dfb0d,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,7c5e2d530174c8f93b8ba82e5c9848bb1426709256f42e9dd59877177b3969d5,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3657.004423018504,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.47397064518151616,""peak_memory_bytes"":{""n0"":21146079744.0,""n1"":21146079744.0,""n2"":14103301120.0,""n3"":14103301120.0,""n4"":21146079744.0,""n5"":21146079744.0,""n6"":14103301120.0,""n7"":14103301120.0},""max_accounted_ttft_s"":4.477022385521858,""max_accounted_tpot_s"":2.5485891414617745,""trajectory_hash"":null,""runtime_s"":0.008959099999628961}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift-2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-2,decode,0.008,ok,True,e97007566dea8b939b4798baa42d21d0c9b98fbd08803da078f2f5ba57b4e10c,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,cd2beabc7d755bf1325fe3ced2c1f9cf7f0ff8f6f7f3e14ba0ac158dab73a20c,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3566.9286239999924,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5166759373432687,""peak_memory_bytes"":{""n0"":14087244800.0,""n1"":14087244800.0,""n2"":21116326400.0,""n3"":21116326400.0,""n4"":14087244800.0,""n5"":14087244800.0,""n6"":21116326400.0,""n7"":21116326400.0},""max_accounted_ttft_s"":4.590622385521858,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.009314299968536943}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift-2,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-2,prefill,0.008,ok,True,e97007566dea8b939b4798baa42d21d0c9b98fbd08803da078f2f5ba57b4e10c,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,b657e2c04ccdd3c497df59aa9f10bb2206ff4463bd44e14b424037095dae77a0,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,11474eccb1275688580f572e3ce604b660e2e302a54b95265a1592fcbfb00071,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3566.9286239999924,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5166759373432687,""peak_memory_bytes"":{""n0"":14087244800.0,""n1"":14087244800.0,""n2"":21116326400.0,""n3"":21116326400.0,""n4"":14087244800.0,""n5"":14087244800.0,""n6"":21116326400.0,""n7"":21116326400.0},""max_accounted_ttft_s"":4.590622385521858,""max_accounted_tpot_s"":0.2165670016,""trajectory_hash"":null,""runtime_s"":0.009007300017401576}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift-1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-1,decode,0.008,ok,True,3d12e63ed492239666c29edcf0b520922f02bc1f80a1a49b7e3a7c268668caae,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,4b64dbb17395c0ec6837fd5aff9c8a7933e0e995ebd1e8c85636b97bf4e0e72a,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3570.629712,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5052940458304929,""peak_memory_bytes"":{""n0"":15844515200.0,""n1"":15844515200.0,""n2"":19359056000.0,""n3"":19359056000.0,""n4"":15844515200.0,""n5"":15844515200.0,""n6"":19359056000.0,""n7"":19359056000.0},""max_accounted_ttft_s"":4.562222385521857,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.009507400041911751}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift-1,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,-1,prefill,0.008,ok,True,3d12e63ed492239666c29edcf0b520922f02bc1f80a1a49b7e3a7c268668caae,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,2ce50f2ac9bfaaa2ad42bf9ba205035e3c430ac9b5b04034d9a8df27e2452cfb,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,b399049fdb5e72cd3b7d0d0d967f58c01d82a2bee88d007c6b8d7610ee42911a,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3570.629712,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.5052940458304929,""peak_memory_bytes"":{""n0"":15844515200.0,""n1"":15844515200.0,""n2"":19359056000.0,""n3"":19359056000.0,""n4"":15844515200.0,""n5"":15844515200.0,""n6"":19359056000.0,""n7"":19359056000.0},""max_accounted_ttft_s"":4.562222385521857,""max_accounted_tpot_s"":0.22296700160000002,""trajectory_hash"":null,""runtime_s"":0.009793100005481392}",5.2,10.0
h103-o500-d30-heterogeneous-slow-decode-shift0,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,0,decode,0.008,ok,False,266c2c8a9a0c43241963bf68bfdc20b95f705c8654b09ab8bc8703eb4d3dab3a,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,b9248ef76de269abfacd743dd05bcafa18956012c32eccb7f129b17af17181a8,tight-TPOT,3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,False,False,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":false,""first_violation"":{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.5700461398617747,""limit"":0.3,""time_s"":3439.0,""side"":""post"",""num_prefill"":1,""num_decode"":1},""first_violations"":[{""kind"":""sla_time"",""object"":""decode"",""request_id"":""azure-00013"",""required"":2.5700461398617747,""limit"":0.3,""time_s"":3439.0,""side"":""post"",""num_prefill"":1,""num_decode"":1}],""events"":258,""drained"":false,""final_time_s"":3439.0,""peak_prefill"":1,""peak_decode"":1,""peak_network_utilization"":0.49440281063348207,""peak_memory_bytes"":{""n0"":17624690432.0,""n1"":17624690432.0,""n2"":17624690432.0,""n3"":17624690432.0,""n4"":17624690432.0,""n5"":17624690432.0,""n6"":17624690432.0,""n7"":17624690432.0},""max_accounted_ttft_s"":4.533822385521858,""max_accounted_tpot_s"":2.5704131414617746,""trajectory_hash"":null,""runtime_s"":0.007915499969385564}",5.2,0.3
h103-o500-d30-heterogeneous-slow-prefill-shift0,h103-o500-d30-heterogeneous-slow,h103-o500-d30,primary,heterogeneous,slow,0,prefill,0.008,ok,True,266c2c8a9a0c43241963bf68bfdc20b95f705c8654b09ab8bc8703eb4d3dab3a,2b860aed211f9ee499f01a1bd1e87f1d2ef7543ebdeb111df3703515445f26a3,2496e01158290175006c46b524796333d08ad160a729e8fbc882891304ba0488,146b774035d3594d13372061734e07a5aadc16969e610aefda5a8204a859ed70,cfa10f4b4b56dfb3fadb07e503e6a14a3a19942c30391a5403f20d21129608c9,11e77b66a1c36068a70c86c0b1565c7692b4f345123ccacea218b4b1ae5608c8,relaxed-TPOT (fixed TTFT),3bdf291c743e13d6538f325bb130533ca86b489b6c8992dde8bba9524b8bd193,True,True,"{""baseline_version"":""JB1-raw-progress-prepost-active-prefill-debt-stage-buffer"",""safe"":true,""first_violation"":null,""first_violations"":[],""events"":298,""drained"":true,""final_time_s"":3574.330800000008,""peak_prefill"":1,""peak_decode"":2,""peak_network_utilization"":0.49440281063348207,""peak_memory_bytes"":{""n0"":17625018112.0,""n1"":17625018112.0,""n2"":17625018112.0,""n3"":17625018112.0,""n4"":17625018112.0,""n5"":17625018112.0,""n6"":17625018112.0,""n7"":17625018112.0},""max_accounted_ttft_s"":4.533822385521858,""max_accounted_tpot_s"":2.5704131414617746,""trajectory_hash"":null,""runtime_s"":0.009309299988672137}",5.2,10.0
