group,shift,intensity,origin,status,sla,semantics,point_record,evaluator_safe,reference_safe,evaluator_first_violation_count,reference_violation_type,reference_violating_requests,reference_request_count,reference_violating_request_fraction,reference_max_ttft_excess_s,reference_max_tpot_excess_s
h101-o60-d30-heterogeneous-fast,1,0.0246753732,stage4_new,ok,TTFT5.2_TPOT0.6,raw,ac84a6f0ecea8676470e793d2bf8ab54844e1b844e565ec8eaee61ca617b6dae,False,False,1,TPOT only,2,16,0.125,0.0,1.7614665121681399
h101-o60-d30-heterogeneous-fast,1,11.585237503,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,aed82283091e90502a1c9e60900cdc115416fcbdb14feda3233a82fbef85d219,False,False,1,TPOT only,12,16,0.75,0.0,3.973995633852813
h101-o60-d30-heterogeneous-fast,0,8.192,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,aee29b921356cd6c05a72b967dba3bfd24bf838f2ce6b29f7fa7b172450fca90,False,False,1,TPOT only,12,16,0.75,0.0,3.960118675486815
h101-o60-d30-heterogeneous-fast,0,0.0113137085,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,af034f371bcea491321f418f7c9ce560cb55992ba5788ff9251863c22b065753,False,False,1,TPOT only,1,16,0.0625,0.0,1.8236438669261177
h101-o60-d30-heterogeneous-fast,0,2.8963093757,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,af5a4b4212f7c178ac449ff2cbafd3792c3cae2c44792e2462fe8dbec5ed3624,False,False,1,TPOT only,12,16,0.75,0.0,2.5208750952649512
h101-o60-d30-heterogeneous-fast,0,0.008,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,afa8bf76f1a22a6b0d2fe5a671793fc2e8a52e54c4a0d652c2bb43abcf316b6f,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,2,0.0153216525,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b0272a66f006b859d5e4c1ced0cc0e5f045cd2710082647e6583902174312efb,False,False,1,TPOT only,1,16,0.0625,0.0,1.7423393827556581
h101-o60-d30-heterogeneous-fast,1,9.3289564959,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b217853da74eca452933c86a9b6c48d3cb5df5099c72afd6d58c3781229ef4a8,False,False,1,TPOT only,12,16,0.75,0.0,4.064149666135365
h101-o60-d30-heterogeneous-fast,0,0.6088740429,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b2b8a9b70a2cc7e33e087d6d9ac667df8f313d02ed916146ba10493aa635dae5,False,False,1,TPOT only,14,16,0.875,0.0,3.9857657488031806
h101-o60-d30-heterogeneous-fast,-1,4.1856907209,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b2b9f5abafab8f708efdbf5291aca66e3a1ffa309947e34dc7c6d04b2d96ffe9,False,False,1,TPOT only,12,16,0.75,0.0,3.7720601710126593
h101-o60-d30-heterogeneous-fast,1,0.008915094,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b39bdce3e1b2fae5f41faf231bcb1a3becf4fffe391da5c8d30923fb95d25412,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-1,2.048,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b4ea9cf3069bd8489f92417b49853eb2a83af6964cd91bc8c3f68e045868a07f,False,False,1,TPOT only,12,16,0.75,0.0,2.849202731863953
h101-o60-d30-heterogeneous-fast,0,0.0097219789,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b539ef0e032ea26ccea86922b90b9de57c80b15e98320fcdeedd195b2bbfec50,False,False,1,TPOT only,1,16,0.0625,0.0,1.7252150377887845
h101-o60-d30-heterogeneous-fast,2,8.5546908256,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b5728f763910b4d198ea988e5c5806b89114afe002d8816d62aed2cb06ee2958,False,False,1,TPOT only,12,16,0.75,0.0,4.250012928755928
h101-o60-d30-heterogeneous-fast,-1,11.3369897531,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b5f40690c0a99482ab18867b5fbb692d4c3cff1b49556ca36bcd70d637ba2095,False,False,1,both,13,16,0.8125,0.03346381798083531,4.07205155996321
h101-o60-d30-heterogeneous-fast,-1,0.6088740429,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b635f00f8e4d16edfb368c8aa48fe62ce215d969d71126ecbc52cd34534dd9fe,False,False,1,TPOT only,14,16,0.875,0.0,4.019424640003208
h101-o60-d30-heterogeneous-fast,2,4.466719673,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b6a2f8b520b2f306a7541b3b2d7bbc639a13d4e8050d14ff5861db16762e3213,False,False,1,TPOT only,12,16,0.75,0.0,3.9312368992270854
h101-o60-d30-heterogeneous-fast,2,65.536,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b6e68adbcb22973ac37fb30d82f0a00e3e94bb81aa871dfdad81d8eeedbe509c,False,False,1,both,16,16,1.0,1.9903047175571942,4.151795287963211
h101-o60-d30-heterogeneous-fast,-1,0.663981852,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b7039e53af45fd7d407cdf7666f0e111e28034dbaf3b582681ff95dddbc8a027,False,False,1,TPOT only,14,16,0.875,0.0,4.019432012803207
h101-o60-d30-heterogeneous-fast,0,12.6337910818,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b7314c800a13aa30b142db69031e68b4b0c2b73b11360bb4354aa02d86967bd6,False,False,1,TPOT only,12,16,0.75,0.0,4.322506432204814
h101-o60-d30-heterogeneous-fast,-2,11.3369897531,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b7be23ab4183a2d96c0d10245136f22019b5bc53ec5ebaf6ffebff3d127e41d5,False,False,1,both,16,16,1.0,0.34399381798083617,3.1264725709872008
h101-o60-d30-heterogeneous-fast,0,65.536,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b819e4b6786a5a6bb3c7541b56855efa83f38c98f28ca1bcc18081fd2a79db7c,False,False,1,both,16,16,1.0,1.729125880757203,4.392062968204818
h101-o60-d30-heterogeneous-fast,2,0.0101524076,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b854fa120c86eea8301bb725a1a526cfd216e0831a4a0030a0b160093d9c84f1,False,False,1,TPOT only,1,16,0.0625,0.0,1.8009272357668622
h101-o60-d30-heterogeneous-fast,-2,8.7420141623,stage4_new,ok,TTFT5.2_TPOT0.6,raw,b8a880c868ec5e1f87fc8840fd721306215a5255876c7b99ec19bf0a99165672,False,False,1,TPOT only,12,16,0.75,0.0,4.370558732580787
h101-o60-d30-heterogeneous-fast,2,3.9223430378,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b967a9eecb269339c2e48c403e1d98b2cb363dbd563cd7ba26ade8b125c39be8,False,False,1,TPOT only,12,16,0.75,0.0,3.896293837165557
h101-o60-d30-heterogeneous-fast,-2,0.0103747164,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,b9d196751492ec43da174cd9e75700faa4593b406cc3a38cbf074cb780bf700d,False,False,1,TPOT only,1,16,0.0625,0.0,1.8513337763097568
h101-o60-d30-heterogeneous-fast,0,0.004,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,ba3c53562cbb78a45024ce049f472927cc53f066a12ae91c166ffc2f4c0d8e79,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,0,0.663981852,stage4_new,ok,TTFT5.2_TPOT0.6,raw,ba810f744c5874e5fd44b3bca5d284278cb62b97fc854059fa6286c8f5871b98,False,False,1,TPOT only,14,16,0.875,0.0,3.9897673856032427
h101-o60-d30-heterogeneous-fast,-2,0.0118146092,stage4_new,ok,TTFT5.2_TPOT0.6,raw,baf2e1d75e1e18a2b8be573fea84454250787382ac3fa2b22804ecf858bc40c8,False,False,1,TPOT only,1,16,0.0625,0.0,1.7284192135321335
h101-o60-d30-heterogeneous-fast,1,0.004,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,bbcfa6b42d29512d90355f4374adaf71382cfd95cafaec1c2a0d20559fbf811f,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,1,4.2773454128,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,beb43135ea80a0bf2ba9676652c4aa3615e705c9dd70c13c590222b7f4e2deba,False,False,1,TPOT only,12,16,0.75,0.0,3.806097984230648
h101-o60-d30-heterogeneous-fast,-2,0.0146720647,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c0d6af568b04fa42be3967d0ed29aa9ef329e4b41db44577fee29337d203db38,False,False,1,TPOT only,1,16,0.0625,0.0,1.7295390458403106
h101-o60-d30-heterogeneous-fast,1,4.096,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c1582e7ad1bccf3be3979828725c692840034e6f79554e5dd0bfde8129c14163,False,False,1,TPOT only,12,16,0.75,0.0,3.9561840266615627
h101-o60-d30-heterogeneous-fast,1,0.663981852,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c1af04a134a6ed93353415aea4c9893a1c73b7bafba294a7249457b494857504,False,False,1,TPOT only,14,16,0.875,0.0,3.962893031999853
h101-o60-d30-heterogeneous-fast,-2,0.7240773439,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c1d815bb903021987d404d114f52a9e1e75e7dc1569981c97f073b2ca57b3aa0,False,False,1,TPOT only,14,16,0.875,0.0,4.145335116803252
h101-o60-d30-heterogeneous-fast,-1,0.0146720647,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c235cda4aae1a07c9a0955933d844930865c567adc94c966ea660e12aa07a578,False,False,1,TPOT only,1,16,0.0625,0.0,1.6899677417873407
h101-o60-d30-heterogeneous-fast,2,11.3369897531,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c2bbc055d156e0186443c940af38b5c1acba60ff6bf498dd615f0b95b0d2f62c,False,False,1,both,13,16,0.8125,0.1448647283808313,4.192795428763209
h101-o60-d30-heterogeneous-fast,0,11.3369897531,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c4254797e76e8f8ce36618c5638514f05dd7528d3d39e9b6056a302683786b8f,False,False,1,TPOT only,12,16,0.75,0.0,4.313401024204814
h101-o60-d30-heterogeneous-fast,-1,0.0103747164,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c42ec1a0b3cafdbefc74b55ebe209dcb972e6c3eccda7c79bfc1a30f4302ea55,False,False,1,TPOT only,1,16,0.0625,0.0,1.8315654482344415
h101-o60-d30-heterogeneous-fast,1,0.016,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c4873d75c9067ae5ccae36986fa264bdb79018f129f35d46970fb9bce295c093,False,False,1,TPOT only,1,16,0.0625,0.0,1.83290973869171
h101-o60-d30-heterogeneous-fast,0,0.0207494329,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c4bcf8a83aa4624f9dfa59173c066afd83629c3a83c69d213fc0d993f06a3785,False,False,1,TPOT only,2,16,0.125,0.0,1.7523676370402357
h101-o60-d30-heterogeneous-fast,2,0.0103747164,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c5b6fd6d77552a6f50cc8221ed74c4536c0d09b84be1a334c7c7a6e6977a3705,False,False,1,TPOT only,1,16,0.0625,0.0,1.6199512896035047
h101-o60-d30-heterogeneous-fast,1,0.0093097989,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c5bcaa2fe693799682ba086148d57e063a928fbde631f891f5df7c9408140f8b,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-1,11.585237503,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c5cd0338ad979a53faeba9d80d67b4430ac89f79a549fa5708e5f498527c9698,False,False,1,both,15,16,0.9375,0.07410076615866767,4.07205155996321
h101-o60-d30-heterogeneous-fast,1,0.7240773439,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c64076b25357e214ff652c55c550077a5d8304bff6e21926836484e1502fe771,False,False,1,TPOT only,14,16,0.875,0.0,3.962893032000031
h101-o60-d30-heterogeneous-fast,-2,5.7926187515,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c662b8807b4364432045f12743215bc72daa29d6c1a676d27f70ba349e076eaa,False,False,1,TPOT only,12,16,0.75,0.0,3.5488956724208456
h101-o60-d30-heterogeneous-fast,2,0.004,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c67c0380e2685a957b17ad520390a4d4a1b12dc0611822749d4dbfb5eb8db6c3,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,1,0.032,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c6eeffd4bccc77d33d6a928784dadb7c675cf4ceb15deaf7fade0d1cb98270e5,False,False,1,TPOT only,3,16,0.1875,0.0,3.736240779511404
h101-o60-d30-heterogeneous-fast,-2,0.016,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c8511ee9de8b1d93ae37958652f8f14cf83b8c6c0ca87bb166a0382ce327f845,False,False,1,TPOT only,1,16,0.0625,0.0,1.7792758828276463
h101-o60-d30-heterogeneous-fast,2,0.663981852,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c85185b9252e226bb999c2b75283490456cb03a4c9d8edf8f728466ac8ec6ef1,False,False,1,TPOT only,14,16,0.875,0.0,3.947221031999858
h101-o60-d30-heterogeneous-fast,-1,0.7240773439,stage4_new,ok,TTFT5.2_TPOT0.6,raw,c8bb9731e140d15406c8f351d48dd0cfe54199673166bbfa9242c3900e4652b2,False,False,1,TPOT only,14,16,0.875,0.0,4.084928489603217
h101-o60-d30-heterogeneous-fast,-2,0.0093097989,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,c9d9d582fe6d2d27f20ed8fcad55f39275b33c6386b948d585f2c8048d038e3b,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-1,0.0246753732,stage4_new,ok,TTFT5.2_TPOT0.6,raw,ca86c932fcb72521d6acab175939c3ecce91ac07d079cf8cc8a88d8ebfbf682f,False,False,1,TPOT only,2,16,0.125,0.0,1.713815072128027
h101-o60-d30-heterogeneous-fast,2,6.8886234338,stage4_new,ok,TTFT5.2_TPOT0.6,raw,caa8eba5cae4739d06224de5e0dd6545bab88e0452b235ab0d1ffe2b86e81714,False,False,1,TPOT only,12,16,0.75,0.0,3.073103542713976
h101-o60-d30-heterogeneous-fast,2,13.4820288771,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,cb661935b40dd51f0f9b7de5d47b9af664028b10ad0d669b937124b3b126a0ab,False,False,1,both,16,16,1.0,0.4465962414670557,4.191549425563211
h101-o60-d30-heterogeneous-fast,-2,0.064,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,cdcd5cd41a6293f78eaa97921229978505f4fbcf0fa2d4e87d60ae6c41d52095,False,False,1,TPOT only,8,16,0.5,0.0,3.833850049600612
h101-o60-d30-heterogeneous-fast,-1,0.0269086853,stage4_new,ok,TTFT5.2_TPOT0.6,raw,cde1137d32b98e337a52b500e07972d79667f139d9f7c87bbd652eb5acefeeef,False,False,1,TPOT only,2,16,0.125,0.0,1.8343132100469277
h101-o60-d30-heterogeneous-fast,1,0.008,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,cde483d5199b21ca876c7c07edd11c288779416f89358bf8134546e5237f3152,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-1,8.7420141623,stage4_new,ok,TTFT5.2_TPOT0.6,raw,ce6c49909fd7db0ebbd55b16658f0000fa8608d61f413e9324a46d99b9dcc293,False,False,1,TPOT only,12,16,0.75,0.0,4.17806873258079
h101-o60-d30-heterogeneous-fast,1,0.0108340444,stage4_new,ok,TTFT5.2_TPOT0.6,raw,cfdfb79c4fa1676dcedf93d4d774b1a8bfa738681b135f0e1c1d1164dddb1b30,False,False,1,TPOT only,1,16,0.0625,0.0,1.6629469308916485
h101-o60-d30-heterogeneous-fast,-1,10.6237096317,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,cff6a69962de8a4a2be64663e2cc3c6048fcda2c6a9b4223316a6cd4852d5842,False,False,1,TPOT only,12,16,0.75,0.0,4.07006386396321
h101-o60-d30-heterogeneous-fast,0,4.096,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d08e90e442baf4626ec867d09934bd7fdc90bf8c64cf589eac7e2d53d0b3930c,False,False,1,TPOT only,12,16,0.75,0.0,3.9133360266615616
h101-o60-d30-heterogeneous-fast,-2,0.032,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d0fc13a918e66a0a6d3019f8908ec9cbca05d5266c46b2187428edeecf5838ff,False,False,1,TPOT only,2,16,0.125,0.0,1.8091859946995599
h101-o60-d30-heterogeneous-fast,1,8.5546908256,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d12872a132e2f91755366a459ee32de9aa42804378e94d660d62eefd1e79e3b0,False,False,1,TPOT only,12,16,0.75,0.0,4.12236787915593
h101-o60-d30-heterogeneous-fast,-2,2.048,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d146325c6478ed78e410489116251f67eb812e0c1813bd26b33d9e23edc485b3,False,False,1,TPOT only,12,16,0.75,0.0,2.8706427318639496
h101-o60-d30-heterogeneous-fast,2,0.512,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d18254be2e6f9d250b29838d317920dc92c3981603788d6045fc9bbc646cc5fb,False,False,1,TPOT only,14,16,0.875,0.0,3.946206286399827
h101-o60-d30-heterogeneous-fast,0,3.0907687477,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d4a2d2983d49804e88114a7d9542c36f0c45d6509dff36b5ad88775211fae360,False,False,1,TPOT only,12,16,0.75,0.0,2.39053781123945
h101-o60-d30-heterogeneous-fast,-2,3.1584477704,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d5bf36039702e7f0001fb457e47b299d2a10f5d9b4b1d41ee82568ea9fff8c5c,False,False,1,TPOT only,12,16,0.75,0.0,2.6018096442455714
h101-o60-d30-heterogeneous-fast,0,3.8382953147,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d676ce34805fc4156241438437dd5984109086c476be6677460c7013225fa643,False,False,1,TPOT only,12,16,0.75,0.0,4.0072587158095745
h101-o60-d30-heterogeneous-fast,-1,7.512097122,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d6dc2db39b491370e272e311b469d0d1a8c0fa29d88a8af081fae39e50b9918f,False,False,1,TPOT only,12,16,0.75,0.0,2.956906031449756
h101-o60-d30-heterogeneous-fast,-1,0.0097219789,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d76977f3373aaab2b7c528d978df1dcb8248871cf23df3ac9a3a95776e6fa943,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-2,4.466719673,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d782c639b66e186e258ecb04246a2bedd657e04d1cab7451010a908ebaf62e38,False,False,1,TPOT only,12,16,0.75,0.0,3.9073396032270886
h101-o60-d30-heterogeneous-fast,0,11.8389211708,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d82c15b19494b051e9f6062c1284f6698c66b3f1067229fc4edd876ea1b99372,False,False,1,TPOT only,12,16,0.75,0.0,4.313401024204814
h101-o60-d30-heterogeneous-fast,1,0.0153216525,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d85ccb627a7c406b7afc16a5a92483c20c489473dceb228c4e2d7439255636f1,False,False,1,TPOT only,1,16,0.0625,0.0,1.6419832896038131
h101-o60-d30-heterogeneous-fast,1,3.1584477704,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d87d6d27331c82c70ff5ebc59d0e7f5e2998747d14ed949ef223ab30894e2c86,False,False,1,TPOT only,12,16,0.75,0.0,2.312776513633452
h101-o60-d30-heterogeneous-fast,1,3.8382953147,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d8afd86f6048a43cc1dd1f1fcc7c9d42ab3bf6c1d4cfd565e334abf5cebdc75d,False,False,1,TPOT only,12,16,0.75,0.0,3.938746714598343
h101-o60-d30-heterogeneous-fast,2,0.022627417,stage4_new,ok,TTFT5.2_TPOT0.6,raw,d8b396294d12dbaf45fc1fff3db37ebbf6768095da5349f078e4f5805d3bea93,False,False,1,TPOT only,2,16,0.125,0.0,1.7580180547618327
h101-o60-d30-heterogeneous-fast,-1,11.8389211708,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d982fdc3563421b9fd6a6f48b60481d02cee5f970091c1276d42c79c9de93a2c,False,False,1,both,15,16,0.9375,0.11386694833676092,4.07205155996321
h101-o60-d30-heterogeneous-fast,0,3.0245399468,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,d9e63016fd4312d214de6200bbf3bf813821ba49b4a3d55991da0e5eec84f03b,False,False,1,TPOT only,12,16,0.75,0.0,2.433045971117302
h101-o60-d30-heterogeneous-fast,1,0.0106018931,stage4_new,ok,TTFT5.2_TPOT0.6,raw,da9dcc0a2372380676d5f91d28ce71daf1ea33b5cefc787cc0b811e844f6dc56,False,False,1,TPOT only,1,16,0.0625,0.0,1.6419832896038131
h101-o60-d30-heterogeneous-fast,2,0.001,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,dafa65598eaf57e6b494b1f282706d13cb7d54e74ea86f090a5b1187c528f4b2,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,1,0.001,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,db30cb47223fff11e1720b8b996ebc2ade28dd0effa6e2134a7eece5db4df1fd,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-2,6.8886234338,stage4_new,ok,TTFT5.2_TPOT0.6,raw,db84dc3b76cbd568ec0b39eda2c6a11336a5337691ce9b9986a9182d82941254,False,False,1,TPOT only,12,16,0.75,0.0,3.1634326861871993
h101-o60-d30-heterogeneous-fast,1,2.8963093757,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,dc914c9c9205b003dbb4daf036badab061c4d8a237a21c59a6baada3f732e7d1,False,False,1,TPOT only,12,16,0.75,0.0,2.484711095264952
h101-o60-d30-heterogeneous-fast,1,0.0103747164,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,dcd0a5472bb732fe6ed062bd5d704dff4c68be3dca4a8d033b1bd4a63736cc85,False,False,1,TPOT only,1,16,0.0625,0.0,1.8301273040965769
h101-o60-d30-heterogeneous-fast,1,3.756048561,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,dd6348f361ca40145a913fb29f4ff6b09114384b1bec83ce27e42a763866fce8,False,False,1,TPOT only,12,16,0.75,0.0,3.9680779928370637
h101-o60-d30-heterogeneous-fast,0,8.933439346,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,de1df1526e33e69091f27a4104d584e64523744918baebf5b13d0c83c2c506d6,False,False,1,TPOT only,12,16,0.75,0.0,3.9475174090941745
h101-o60-d30-heterogeneous-fast,0,2.048,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,decafb5c26b283453eb665089cd84e06e213136368da8a6b826b838696a7a917,False,False,1,TPOT only,12,16,0.75,0.0,2.827762731863953
h101-o60-d30-heterogeneous-fast,-2,8.5546908256,stage4_new,ok,TTFT5.2_TPOT0.6,raw,df4273a4b2d72fdfd3c4a016739924b9b20dd4f135047dbb3fef586e3228ea47,False,False,1,TPOT only,12,16,0.75,0.0,4.388092453956044
h101-o60-d30-heterogeneous-fast,0,11.0940614405,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,dfb7683b31d94c4970de23f0d18d5d4c9e83d09eccbcaa4669dc931e01bccff0,False,False,1,TPOT only,12,16,0.75,0.0,4.323598706067771
h101-o60-d30-heterogeneous-fast,-1,12.6337910818,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e08eaf418b5698f41cea6cb1e95c7bb0a2821341aee3757deb98d70de1e0c785,False,False,1,both,16,16,1.0,0.22867948353685286,4.07205155996321
h101-o60-d30-heterogeneous-fast,-1,3.0245399468,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e0c1ed3231831f315513925e8e3e38cd64f06252ae6d03c9b253bd5f8eac4a50,False,False,1,TPOT only,12,16,0.75,0.0,2.4692099711173014
h101-o60-d30-heterogeneous-fast,2,0.0108340444,stage4_new,ok,TTFT5.2_TPOT0.6,raw,e1212388e76190a86f541e9f82fd28d794dc38c86d0bc81a2aad2eac069bfc9c,False,False,1,TPOT only,1,16,0.0625,0.0,1.7644771148318612
h101-o60-d30-heterogeneous-fast,2,0.0190273138,stage4_new,ok,TTFT5.2_TPOT0.6,raw,e1b5a28bf5ad3cae1a54d41e6231ad72905b9172e7ab118e28f7e0b15bf73611,False,False,1,TPOT only,2,16,0.125,0.0,1.6199512896035047
h101-o60-d30-heterogeneous-fast,-1,10.3960654413,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e2013f5b2b3afd8b0d4a0abdec74a9c2d23d7f5cad11b52d4d96b5ba27470f47,False,False,1,TPOT only,12,16,0.75,0.0,4.070063863963211
h101-o60-d30-heterogeneous-fast,2,7.512097122,stage4_new,ok,TTFT5.2_TPOT0.6,raw,e25daaed915e463cf750c9b94d7cece2a34b027955a6f35a8f65da57e931dacd,False,False,1,TPOT only,12,16,0.75,0.0,3.015495530987191
h101-o60-d30-heterogeneous-fast,2,0.0207494329,stage4_new,ok,TTFT5.2_TPOT0.6,raw,e283f719b1d4703fe4990ac913a501b78a2c88bdc032bb9c6efb9e9321d8cb3d,False,False,1,TPOT only,2,16,0.125,0.0,1.729769821084544
h101-o60-d30-heterogeneous-fast,-1,7.1936088489,stage4_new,ok,TTFT5.2_TPOT0.6,raw,e2a16b32f8938ef400b5c5f5576a68e8aabfed9bb7daed635b48e38b087bcacf,False,False,1,TPOT only,12,16,0.75,0.0,3.04236417115219
h101-o60-d30-heterogeneous-fast,2,0.0091103091,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e2dfe124733292c6d045fd32ad9e941d4be0a18ac34d5d84fc69a72ffc679a10,False,False,1,TPOT only,1,16,0.0625,0.0,1.6942479051288317
h101-o60-d30-heterogeneous-fast,-2,3.756048561,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e2e071c90f4b453d99e47196ccf4c3a67ed2fd180be5519c197f21054b2114e6,False,False,1,TPOT only,12,16,0.75,0.0,4.03364932108314
h101-o60-d30-heterogeneous-fast,-1,0.008915094,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e378b9480ed4cf50b93fdcf70f2b14340056114339f842724f5823e320ee9c12,True,True,0,,0,16,0.0,0.0,0.0
h101-o60-d30-heterogeneous-fast,-2,11.8389211708,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e3b917978d303539fbfdb6c370fa5cecb5ee245bdbeb515bf56edbcf802e399c,False,False,1,both,16,16,1.0,0.4627360098317119,3.1498725709871995
h101-o60-d30-heterogeneous-fast,0,10.6237096317,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e4e911e02b41021d129d284eb3e5440357edfac38dbc74017fd05a95e8a2f5b5,False,False,1,TPOT only,12,16,0.75,0.0,3.840423972481767
h101-o60-d30-heterogeneous-fast,2,0.0099348625,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e5d608d4bd86261190d8f9cb21bdcd30575ff770c42e16a5800bd2df7850d796,False,False,1,TPOT only,1,16,0.0625,0.0,1.6199512896035047
h101-o60-d30-heterogeneous-fast,-1,3.4443117169,stage3_reuse,ok,TTFT5.2_TPOT0.6,raw,e69bc24e33f551cdbde6d4fb7fcc9a0f02e3c3c58c399b68c79df42715c2f032,False,False,1,TPOT only,12,16,0.75,0.0,4.000428293322117
