workload,group,shift,sla,ttft_s,tpot_s,semantics,evaluator,reference,signed_gap,relative_signed_gap
h101-o60-d30,h101-o60-d30-heterogeneous-fast,-2,TTFT5.2_TPOT0.3,5.2,0.3,raw,"{""largest_safe"":0.0099348625,""nearest_unsafe_above"":0.0101524076,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0099348625,""right"":0.0101524076,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":true},{""intensity"":0.0099348625,""safe"":true},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714251203778,""unresolved"":false}","{""largest_safe"":0.0099348625,""nearest_unsafe_above"":0.0101524076,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0099348625,""right"":0.0101524076,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":true},{""intensity"":0.0099348625,""safe"":true},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189714251203778,""unresolved"":false}",0.0,0.0
h101-o60-d30,h101-o60-d30-heterogeneous-fast,-1,TTFT5.2_TPOT0.3,5.2,0.3,raw,"{""largest_safe"":0.0097219789,""nearest_unsafe_above"":0.0099348625,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0097219789,""right"":0.0099348625,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":true},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897146886422414,""unresolved"":false}","{""largest_safe"":0.0097219789,""nearest_unsafe_above"":0.0099348625,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0097219789,""right"":0.0099348625,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":true},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897146886422414,""unresolved"":false}",0.0,0.0
h101-o60-d30,h101-o60-d30-heterogeneous-fast,0,TTFT5.2_TPOT0.3,5.2,0.3,raw,"{""largest_safe"":0.0095136569,""nearest_unsafe_above"":0.0097219789,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0095136569,""right"":0.0097219789,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":false},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189715292339378,""unresolved"":false}","{""largest_safe"":0.0095136569,""nearest_unsafe_above"":0.0097219789,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0095136569,""right"":0.0097219789,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":true},{""intensity"":0.0097219789,""safe"":false},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.02189715292339378,""unresolved"":false}",0.0,0.0
h101-o60-d30,h101-o60-d30-heterogeneous-fast,1,TTFT5.2_TPOT0.3,5.2,0.3,raw,"{""largest_safe"":0.0093097989,""nearest_unsafe_above"":0.0095136569,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0093097989,""right"":0.0095136569,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":false},{""intensity"":0.0097219789,""safe"":false},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897143234748118,""unresolved"":false}","{""largest_safe"":0.0093097989,""nearest_unsafe_above"":0.0095136569,""all_unsafe"":false,""right_censored"":false,""nonmonotone"":false,""single_boundary_supported"":true,""transitions"":[{""left"":0.0093097989,""right"":0.0095136569,""left_safe"":true,""right_safe"":false}],""sequence"":[{""intensity"":0.001,""safe"":true},{""intensity"":0.004,""safe"":true},{""intensity"":0.008,""safe"":true},{""intensity"":0.0087240619,""safe"":true},{""intensity"":0.008915094,""safe"":true},{""intensity"":0.0091103091,""safe"":true},{""intensity"":0.0093097989,""safe"":true},{""intensity"":0.0095136569,""safe"":false},{""intensity"":0.0097219789,""safe"":false},{""intensity"":0.0099348625,""safe"":false},{""intensity"":0.0101524076,""safe"":false},{""intensity"":0.0103747164,""safe"":false},{""intensity"":0.0106018931,""safe"":false},{""intensity"":0.0108340444,""safe"":false},{""intensity"":0.0110712791,""safe"":false},{""intensity"":0.0113137085,""safe"":false},{""intensity"":0.0118146092,""safe"":false},{""intensity"":0.0123376866,""safe"":false},{""intensity"":0.0134543426,""safe"":false},{""intensity"":0.0146720647,""safe"":false},{""intensity"":0.0153216525,""safe"":false},{""intensity"":0.016,""safe"":false},{""intensity"":0.0190273138,""safe"":false},{""intensity"":0.0207494329,""safe"":false},{""intensity"":0.022627417,""safe"":false},{""intensity"":0.0246753732,""safe"":false},{""intensity"":0.0269086853,""safe"":false},{""intensity"":0.032,""safe"":false},{""intensity"":0.064,""safe"":false},{""intensity"":0.256,""safe"":false},{""intensity"":0.512,""safe"":false},{""intensity"":0.6088740429,""safe"":false},{""intensity"":0.663981852,""safe"":false},{""intensity"":0.7240773439,""safe"":false},{""intensity"":1.024,""safe"":false},{""intensity"":2.048,""safe"":false},{""intensity"":2.8963093757,""safe"":false},{""intensity"":3.0245399468,""safe"":false},{""intensity"":3.0907687477,""safe"":false},{""intensity"":3.1584477704,""safe"":false},{""intensity"":3.4443117169,""safe"":false},{""intensity"":3.756048561,""safe"":false},{""intensity"":3.8382953147,""safe"":false},{""intensity"":3.9223430378,""safe"":false},{""intensity"":4.096,""safe"":false},{""intensity"":4.1856907209,""safe"":false},{""intensity"":4.2773454128,""safe"":false},{""intensity"":4.466719673,""safe"":false},{""intensity"":4.8709923431,""safe"":false},{""intensity"":5.7926187515,""safe"":false},{""intensity"":6.8886234338,""safe"":false},{""intensity"":7.1936088489,""safe"":false},{""intensity"":7.512097122,""safe"":false},{""intensity"":7.8446860755,""safe"":false},{""intensity"":8.192,""safe"":false},{""intensity"":8.5546908256,""safe"":false},{""intensity"":8.7420141623,""safe"":false},{""intensity"":8.933439346,""safe"":false},{""intensity"":9.3289564959,""safe"":false},{""intensity"":9.5332340431,""safe"":false},{""intensity"":9.7419846861,""safe"":false},{""intensity"":10.1732991965,""safe"":false},{""intensity"":10.3960654413,""safe"":false},{""intensity"":10.6237096317,""safe"":false},{""intensity"":11.0940614405,""safe"":false},{""intensity"":11.3369897531,""safe"":false},{""intensity"":11.585237503,""safe"":false},{""intensity"":11.8389211708,""safe"":false},{""intensity"":12.0981597876,""safe"":false},{""intensity"":12.6337910818,""safe"":false},{""intensity"":13.1931367994,""safe"":false},{""intensity"":13.4820288771,""safe"":false},{""intensity"":13.7772468675,""safe"":false},{""intensity"":16.384,""safe"":false},{""intensity"":65.536,""safe"":false}],""missing_count"":0,""no_safe"":false,""bracket_relative_width"":0.021897143234748118,""unresolved"":false}",0.0,0.0
