group,regime,variant,selected_shift,evaluator_best_set,reference_best_set,selected_reference_rank,reference_regret,normalized_reference_quality,winner_agrees,abstention,spearman,reference_top_gap,evaluator_scores,reference_scores,evaluator_right_censored,evaluator_nonmonotone,selected_changed_from_nominal,new_decision_error
h103-o500-d30-heterogeneous-slow,prefill,decode_minus20,2,[2],[0],3,1.1872938605000005,0.8781260801821986,False,False,0.4472135954999579,0.20875064300000012,"{""-2"":2.7140846452,""-1"":2.7735153601,""0"":2.7735153601,""1"":2.7735153601,""2"":2.8342474382}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,False,False
h103-o500-d30-heterogeneous-slow,prefill,decode_minus5,2,[2],[0],3,1.1872938605000005,0.8781260801821986,False,False,0.4472135954999579,0.20875064300000012,"{""-2"":2.7140846452,""-1"":2.7735153601,""0"":2.7735153601,""1"":2.7735153601,""2"":2.8342474382}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,False,False
h103-o500-d30-heterogeneous-slow,prefill,l4x2_minus10,0,"[-1,0,1,2]",[0],1,0.0,1.0,True,False,0.7071067811865475,0.20875064300000012,"{""-2"":2.8342474382,""-1"":2.8963093757,""0"":2.8963093757,""1"":2.8963093757,""2"":2.8963093757}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,True,False
h103-o500-d30-heterogeneous-slow,prefill,nominal,2,[2],[0],3,1.1872938605000005,0.8781260801821986,False,False,0.4472135954999579,0.20875064300000012,"{""-2"":2.7140846452,""-1"":2.7735153601,""0"":2.7735153601,""1"":2.7735153601,""2"":2.8342474382}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,False,False
h103-o500-d30-heterogeneous-slow,prefill,prefill_minus10,0,"[-2,-1,0,1,2]",[0],1,0.0,1.0,True,False,,0.20875064300000012,"{""-2"":2.8963093757,""-1"":2.8963093757,""0"":2.8963093757,""1"":2.8963093757,""2"":2.8963093757}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,True,False
h103-o500-d30-heterogeneous-slow,prefill,prefill_minus20,0,"[-1,0,1,2]",[0],1,0.0,1.0,True,False,0.7071067811865475,0.20875064300000012,"{""-2"":2.8963093757,""-1"":4.096,""0"":4.096,""1"":4.096,""2"":4.096}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,True,False
h103-o500-d30-heterogeneous-slow,prefill,prefill_minus5,0,"[-2,-1,0,1,2]",[0],1,0.0,1.0,True,False,,0.20875064300000012,"{""-2"":2.8963093757,""-1"":2.8963093757,""0"":2.8963093757,""1"":2.8963093757,""2"":2.8963093757}","{""-2"":7.1936088489,""-1"":8.192,""0"":9.7419846861,""1"":9.5332340431,""2"":8.5546908256}",False,False,True,False
h104-o700-d120-heterogeneous-fast,decode,both_minus10,0,"[-2,-1,0]",[-2],3,0.0002209934000000002,0.9370838065593258,False,False,0.8944271909999159,0.0001489187000000003,"{""-2"":0.0036680161,""-1"":0.0036680161,""0"":0.0036680161,""1"":0.0035894181,""2"":0.0034372386}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,True,True
h104-o700-d120-heterogeneous-fast,decode,both_minus20,0,"[-2,-1,0,1]",[-2],3,0.0002209934000000002,0.9370838065593258,False,False,0.7071067811865475,0.0001489187000000003,"{""-2"":0.004,""-1"":0.004,""0"":0.004,""1"":0.004,""2"":0.0036680161}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,True,True
h104-o700-d120-heterogeneous-fast,decode,both_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0036680161,""-1"":0.0035894181,""0"":0.0035125043,""1"":0.0033635856,""2"":0.0032915109}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,decode_minus10,0,"[-2,-1,0]",[-2],3,0.0002209934000000002,0.9370838065593258,False,False,0.8944271909999159,0.0001489187000000003,"{""-2"":0.0036680161,""-1"":0.0036680161,""0"":0.0036680161,""1"":0.0035894181,""2"":0.0034372386}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,True,True
h104-o700-d120-heterogeneous-fast,decode,decode_minus20,0,"[-2,-1,0,1]",[-2],3,0.0002209934000000002,0.9370838065593258,False,False,0.7071067811865475,0.0001489187000000003,"{""-2"":0.004,""-1"":0.004,""0"":0.004,""1"":0.004,""2"":0.0036680161}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,True,True
h104-o700-d120-heterogeneous-fast,decode,decode_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0036680161,""-1"":0.0035894181,""0"":0.0034372386,""1"":0.0033635856,""2"":0.0032915109}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,l4x2_minus10,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0036680161,""-1"":0.0035894181,""0"":0.0035125043,""1"":0.0034372386,""2"":0.0033635856}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,nominal,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,prefill_minus10,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0035125043,""-1"":0.0034372386,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,prefill_minus20,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0035125043,""-1"":0.0034372386,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,decode,prefill_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0001489187000000003,"{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}","{""-2"":0.0035125043,""-1"":0.0033635856,""0"":0.0032915109,""1"":0.0032209806,""2"":0.0031519616}",False,False,False,False
h104-o700-d120-heterogeneous-fast,prefill,both_minus10,0,"[-2,-1,0,1,2]","[0,1]",1,0.0,1.0,True,False,,0.0,"{""-2"":1.4481546879,""-1"":1.4481546879,""0"":1.4481546879,""1"":1.4481546879,""2"":1.4481546879}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,both_minus20,0,"[-2,-1,0,1,2]","[0,1]",1,0.0,1.0,True,False,,0.0,"{""-2"":2.048,""-1"":2.048,""0"":2.048,""1"":2.048,""2"":2.048}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,both_minus5,1,"[1,2]","[0,1]",1,0.0,1.0,True,False,0.3042903097250923,0.0,"{""-2"":1.2444132967,""-1"":1.2444132967,""0"":1.2444132967,""1"":1.4481546879,""2"":1.4481546879}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,decode_minus10,2,[2],"[0,1]",3,0.6919345447999996,0.8973545374954421,False,False,0.3535533905932738,0.0,"{""-2"":1.166119562,""-1"":1.1916542554,""0"":1.1916542554,""1"":1.1916542554,""2"":1.2177480858}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,False,False
h104-o700-d120-heterogeneous-fast,prefill,decode_minus20,2,[2],"[0,1]",3,0.6919345447999996,0.8973545374954421,False,False,0.3535533905932738,0.0,"{""-2"":1.166119562,""-1"":1.1916542554,""0"":1.1916542554,""1"":1.1916542554,""2"":1.2177480858}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,False,False
h104-o700-d120-heterogeneous-fast,prefill,decode_minus5,2,[2],"[0,1]",3,0.6919345447999996,0.8973545374954421,False,False,0.3535533905932738,0.0,"{""-2"":1.166119562,""-1"":1.1916542554,""0"":1.1916542554,""1"":1.1916542554,""2"":1.2177480858}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,False,False
h104-o700-d120-heterogeneous-fast,prefill,l4x2_minus10,1,"[1,2]","[0,1]",1,0.0,1.0,True,False,0.5833333333333334,0.0,"{""-2"":1.2177480858,""-1"":1.2177480858,""0"":1.2444132967,""1"":1.4481546879,""2"":1.4481546879}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,nominal,2,[2],"[0,1]",3,0.6919345447999996,0.8973545374954421,False,False,0.3535533905932738,0.0,"{""-2"":1.166119562,""-1"":1.1916542554,""0"":1.1916542554,""1"":1.1916542554,""2"":1.2177480858}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,False,False
h104-o700-d120-heterogeneous-fast,prefill,prefill_minus10,0,"[-2,-1,0,1,2]","[0,1]",1,0.0,1.0,True,False,,0.0,"{""-2"":1.4481546879,""-1"":1.4481546879,""0"":1.4481546879,""1"":1.4481546879,""2"":1.4481546879}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,prefill_minus20,0,"[-2,-1,0,1,2]","[0,1]",1,0.0,1.0,True,False,,0.0,"{""-2"":2.048,""-1"":2.048,""0"":2.048,""1"":2.048,""2"":2.048}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,True,False
h104-o700-d120-heterogeneous-fast,prefill,prefill_minus5,2,[2],"[0,1]",3,0.6919345447999996,0.8973545374954421,False,False,0.1767766952966369,0.0,"{""-2"":1.2444132967,""-1"":1.2444132967,""0"":1.2444132967,""1"":1.2716623996,""2"":1.4481546879}","{""-2"":5.4281692904,""-1"":6.0490798938,""0"":6.7410144386,""1"":6.7410144386,""2"":6.0490798938}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,both_minus10,0,"[-2,-1,0]",[-2],3,0.0005731859000000002,0.9370838142034061,False,False,0.8944271909999159,0.0003862472000000002,"{""-2"":0.0095136569,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0093097989,""2"":0.008915094}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,True,True
h105-o900-d30-heterogeneous-fast,decode,both_minus20,-2,[-2],[-2],1,0.0,1.0,True,False,0.7071067811865475,0.0003862472000000002,"{""-2"":0.0113137085,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0095136569,""2"":0.0095136569}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,both_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0095136569,""-1"":0.0093097989,""0"":0.008915094,""1"":0.0087240619,""2"":0.0085371232}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,decode_minus10,0,"[-2,-1,0]",[-2],3,0.0005731859000000002,0.9370838142034061,False,False,0.8944271909999159,0.0003862472000000002,"{""-2"":0.0095136569,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0091103091,""2"":0.008915094}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,True,True
h105-o900-d30-heterogeneous-fast,decode,decode_minus20,-2,[-2],[-2],1,0.0,1.0,True,False,0.7071067811865475,0.0003862472000000002,"{""-2"":0.0113137085,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0095136569,""2"":0.0095136569}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,decode_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0095136569,""-1"":0.0093097989,""0"":0.008915094,""1"":0.0087240619,""2"":0.0085371232}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,l4x2_minus10,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0095136569,""-1"":0.0093097989,""0"":0.0091103091,""1"":0.008915094,""2"":0.0087240619}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,nominal,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,prefill_minus10,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,prefill_minus20,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.0081751772}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,decode,prefill_minus5,-2,[-2],[-2],1,0.0,1.0,True,False,1.0,0.0003862472000000002,"{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}","{""-2"":0.0091103091,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.008}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,both_minus10,0,"[-2,-1,0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,,4.268435781499996,"{""-2"":5.7926187515,""-1"":5.7926187515,""0"":5.7926187515,""1"":5.7926187515,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,both_minus20,0,"[-2,-1,0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,,4.268435781499996,"{""-2"":5.7926187515,""-1"":5.7926187515,""0"":5.7926187515,""1"":5.7926187515,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,both_minus5,2,[2],[1],3,9.518412434699997,0.7711054127053055,False,False,0.4472135954999579,4.268435781499996,"{""-2"":5.1980327207,""-1"":5.3118548159,""0"":5.3118548159,""1"":5.3118548159,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,True,False
h105-o900-d30-heterogeneous-fast,prefill,decode_minus10,0,"[0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,0.8660254037844386,4.268435781499996,"{""-2"":4.9776531865,""-1"":4.9776531865,""0"":5.0866495983,""1"":5.0866495983,""2"":5.0866495983}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,decode_minus20,0,"[0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,0.8660254037844386,4.268435781499996,"{""-2"":4.9776531865,""-1"":4.9776531865,""0"":5.0866495983,""1"":5.0866495983,""2"":5.0866495983}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,decode_minus5,0,"[0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,0.8944271909999159,4.268435781499996,"{""-2"":4.2773454128,""-1"":4.9776531865,""0"":5.0866495983,""1"":5.0866495983,""2"":5.0866495983}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,l4x2_minus10,2,[2],[1],3,9.518412434699997,0.7711054127053055,False,False,0.6324555320336759,4.268435781499996,"{""-2"":5.1980327207,""-1"":5.1980327207,""0"":5.3118548159,""1"":5.3118548159,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,True,False
h105-o900-d30-heterogeneous-fast,prefill,nominal,0,"[0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,0.8944271909999159,4.268435781499996,"{""-2"":4.2773454128,""-1"":4.9776531865,""0"":5.0866495983,""1"":5.0866495983,""2"":5.0866495983}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,prefill_minus10,0,"[-2,-1,0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,,4.268435781499996,"{""-2"":5.7926187515,""-1"":5.7926187515,""0"":5.7926187515,""1"":5.7926187515,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,prefill_minus20,0,"[-2,-1,0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,,4.268435781499996,"{""-2"":5.7926187515,""-1"":5.7926187515,""0"":5.7926187515,""1"":5.7926187515,""2"":5.7926187515}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h105-o900-d30-heterogeneous-fast,prefill,prefill_minus5,0,"[-1,0,1,2]",[1],2,4.268435781499996,0.8973545375026458,False,False,0.7071067811865475,4.268435781499996,"{""-2"":5.1980327207,""-1"":5.3118548159,""0"":5.3118548159,""1"":5.3118548159,""2"":5.3118548159}","{""-2"":19.9106127459,""-1"":27.554493735,""0"":37.3158259837,""1"":41.5842617652,""2"":32.0658493305}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,decode,both_minus10,0,"[-2,-1,0]",[1],3,0.0083541903,0.0,False,False,-0.9682458365518541,0.00017901310000000004,"{""-2"":0.0095136569,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0087240619,""2"":0.0087240619}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,both_minus20,-2,[-2],[1],3,0.0083541903,0.0,False,False,-0.3952847075210474,0.00017901310000000004,"{""-2"":0.0113137085,""-1"":0.0095136569,""0"":0.0095136569,""1"":0.0095136569,""2"":0.0095136569}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,both_minus5,-2,[-2],[1],3,0.0083541903,0.0,False,False,-0.5,0.00017901310000000004,"{""-2"":0.0095136569,""-1"":0.0087240619,""0"":0.0087240619,""1"":0.0087240619,""2"":0.0085371232}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,decode_minus10,1,"[1,2]",[1],1,0.0,1.0,True,False,0.9682458365518541,0.00017901310000000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0087240619,""2"":0.0087240619}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,decode,decode_minus20,1,"[1,2]",[1],1,0.0,1.0,True,False,0.9682458365518541,0.00017901310000000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0095136569,""2"":0.0095136569}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,decode,decode_minus5,1,[1],[1],1,0.0,1.0,True,False,1.0,0.00017901310000000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0087240619,""2"":0.0085371232}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,decode,l4x2_minus10,-2,[-2],[1],3,0.0083541903,0.0,False,False,-0.3952847075210474,0.00017901310000000004,"{""-2"":0.0095136569,""-1"":0.0087240619,""0"":0.0087240619,""1"":0.0087240619,""2"":0.0087240619}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,nominal,1,[1],[1],1,0.0,1.0,True,False,1.0,0.00017901310000000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,decode,prefill_minus10,-1,"[-2,-1]",[1],3,0.0083541903,0.0,False,False,-0.8029550685469661,0.00017901310000000004,"{""-2"":0.0087240619,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.0081751772}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,prefill_minus20,0,"[-2,-1,0]",[1],3,0.0083541903,0.0,False,False,-0.875,0.00017901310000000004,"{""-2"":0.0087240619,""-1"":0.0087240619,""0"":0.0087240619,""1"":0.0083541903,""2"":0.0081751772}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,decode,prefill_minus5,-1,"[-2,-1]",[1],3,0.0083541903,0.0,False,False,-0.8029550685469661,0.00017901310000000004,"{""-2"":0.0087240619,""-1"":0.0087240619,""0"":0.0085371232,""1"":0.0083541903,""2"":0.0081751772}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.0083541903,""2"":0.0081751772}",False,False,True,True
h106-o1100-d120-heterogeneous-slow,prefill,both_minus10,0,"[-2,-1,0,1,2]",[2],3,5.5470307203,0.0,False,False,,1.4510307203000004,"{""-2"":2.048,""-1"":2.048,""0"":2.048,""1"":2.048,""2"":2.048}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,True,False
h106-o1100-d120-heterogeneous-slow,prefill,both_minus20,0,"[-2,-1,0,1,2]",[2],3,5.5470307203,0.0,False,False,,1.4510307203000004,"{""-2"":4.8709923431,""-1"":4.8709923431,""0"":4.8709923431,""1"":4.8709923431,""2"":4.8709923431}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,True,False
h106-o1100-d120-heterogeneous-slow,prefill,both_minus5,2,[2],[2],1,0.0,1.0,True,False,0.75,1.4510307203000004,"{""-2"":1.024,""-1"":1.6852536097,""0"":1.6852536097,""1"":1.6852536097,""2"":1.7221558585}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,True,False
h106-o1100-d120-heterogeneous-slow,prefill,decode_minus10,1,"[1,2]",[2],2,1.4510307203000004,0.7384130729635613,False,False,0.9682458365518541,1.4510307203000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.2297227616,""2"":0.2297227616}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,prefill,decode_minus20,1,"[1,2]",[2],2,1.4510307203000004,0.7384130729635613,False,False,0.9682458365518541,1.4510307203000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.2297227616,""2"":0.2297227616}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,prefill,decode_minus5,1,"[1,2]",[2],2,1.4510307203000004,0.7384130729635613,False,False,0.9682458365518541,1.4510307203000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.2297227616,""2"":0.2297227616}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,False,False
h106-o1100-d120-heterogeneous-slow,prefill,l4x2_minus10,2,[2],[2],1,0.0,1.0,True,False,0.8029550685469661,1.4510307203000004,"{""-2"":0.362038672,""-1"":1.024,""0"":1.6852536097,""1"":1.6852536097,""2"":1.7221558585}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,True,False
h106-o1100-d120-heterogeneous-slow,prefill,nominal,1,"[1,2]",[2],2,1.4510307203000004,0.7384130729635613,False,False,0.9682458365518541,1.4510307203000004,"{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":0.2297227616,""2"":0.2297227616}","{""-2"":0.0,""-1"":0.0,""0"":0.0,""1"":4.096,""2"":5.5470307203}",False,False,False,False
